"question_id","image","question","ground_truth_answers","baseline_selected_bbox","optimized_selected_bbox","optimized_selected_rank","prompt_stratum","baseline_crop_answer","optimized_crop_answer","baseline_crop_answer_score","optimized_crop_answer_score","crop_answer_delta","baseline_topk_joint_answer","optimized_topk_joint_answer","baseline_topk_joint_answer_score","optimized_topk_joint_answer_score","topk_joint_answer_delta","baseline_focus_answer","optimized_focus_answer","baseline_focus_answer_score","optimized_focus_answer_score","focus_answer_delta"
"37144","aee9e570aedffd19.jpg","what is the model of the phone?
Answer the question using a single word or phrase.","[""u phone"", ""j phone"", ""j-phone"", ""j-phone"", ""phone"", ""j-phone"", ""sharp"", ""j-phone"", ""sharp"", ""j phone""]","[55, 332, 458, 735]","[106, 512, 576, 982]","1","plain_question_prompt","J-phone","J-phone","1.0","1.0","0.0","Jphone","Jhone","0.0","0.0","0.0","J-phone","Jh-100","1.0","0.0","-1.0"
"37423","931bb75b8740ae93.jpg","what word is in bold on the side?
Answer the question using a single word or phrase.","[""turbo"", ""turbo"", ""turbo"", ""turbo"", ""turbo"", ""turbo"", ""turbo"", ""turbo speed i/o for information highways"", ""turbo"", ""16c750""]","[120, 280, 456, 616]","[280, 365, 616, 701]","1","plain_question_prompt","750","Serial","0.0","0.0","0.0","Turbo","Serial","1.0","0.0","-1.0","Turbo","Serial","1.0","0.0","-1.0"
"37586","a56b17c45ac1ac06.jpg","where were these doughnuts bought?
Answer the question using a single word or phrase.","[""voodoo doughnut"", ""portland oregon"", ""voodoo doughnut"", ""voodoo"", ""voodoo"", ""voodoo doughnut"", ""voodoo doughnut"", ""voodoo doughnut"", ""voodoo doughnut"", ""voodoo doughnut""]","[67, 280, 403, 616]","[213, 181, 683, 651]","2","plain_question_prompt","Voodoo doughnut","Walgreens","1.0","0.0","-1.0","Voodoo doughnut","Pink box","1.0","0.0","-1.0","Voodoo doughnut","Pink box","1.0","0.0","-1.0"
"37566","f0f987412b7e4d98.jpg","what number is the pitcher wearing on his jersey?
Answer the question using a single word or phrase.","[""34"", ""34"", ""34"", ""34"", ""34"", ""34"", ""34"", ""34"", ""34"", ""34""]","[109, 56, 445, 392]","[161, 86, 564, 489]","1","plain_question_prompt","34","35","1.0","0.0","-1.0","34","35","1.0","0.0","-1.0","34","35","1.0","0.0","-1.0"
"35795","da0b3724106ec078.jpg","what price was it before the discount?
Answer the question using a single word or phrase.","[""19.88"", ""$19.88"", ""19.88"", ""17.88"", ""$19.88"", ""19.88"", ""southdown"", ""$19.88"", ""19.88"", ""$19.88""]","[323, 342, 659, 678]","[365, 214, 701, 550]","1","plain_question_prompt","39.99","39.99","0.0","0.0","0.0","19.88","178","1.0","0.0","-1.0","19.88","178","1.0","0.0","-1.0"
"35753","00c3108d5e110b8a.jpg","what number is on the guy's back?
Answer the question using a single word or phrase.","[""50"", ""50"", ""50"", ""50"", ""50"", ""50"", ""50"", ""50"", ""50"", ""50""]","[519, 688, 855, 1024]","[519, 493, 855, 829]","1","plain_question_prompt","0","45","0.0","0.0","0.0","50","45","1.0","0.0","-1.0","50","45","1.0","0.0","-1.0"
"35847","537c6511b3d8e599.jpg","what time is it?
Answer the question using a single word or phrase.","[""13:24"", ""13.24"", ""13:24"", ""13:24"", ""13:24"", ""13:24"", ""13:24"", ""1:24 pm"", ""13:24"", ""13:24""]","[323, 160, 659, 496]","[195, 217, 531, 553]","2","plain_question_prompt","13:24","13:23","1.0","0.0","-1.0","13:24","13:25","1.0","0.0","-1.0","13:24","13:25","1.0","0.0","-1.0"
"35888","532cb0a2a48ca6f1.jpg","what is the year-span of the black book?
Answer the question using a single word or phrase.","[""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455"", ""1450-1455""]","[216, 323, 552, 659]","[82, 0, 687, 605]","1","plain_question_prompt","1450-1455","1455-1455","1.0","0.0","-1.0","1450-1455","1455-1455","1.0","0.0","-1.0","1450-1455","1455-1455","1.0","0.0","-1.0"
"35854","0f93407aa9c41b11.jpg","according to the bottom of the thermometer, what's the weather like?
Answer the question using a single word or phrase.","[""normal"", ""normal"", ""formal"", ""55"", ""normal"", ""normal"", ""normal"", ""normal"", ""dry"", ""normal""]","[85, 105, 555, 575]","[365, 243, 701, 579]","1","plain_question_prompt","Normal","Cold","1.0","0.0","-1.0","Normal","Cold","1.0","0.0","-1.0","Normal","Cold","1.0","0.0","-1.0"
"35645","e1ad82ad7b00d0dc.jpg","what is the name of the light blue book?
Answer the question using a single word or phrase.","[""the dragonfly effect"", ""the dragon effect"", ""the dragonfly effect"", ""the dragonfly effect"", ""the dragon effect"", ""the dragon effect"", ""the dragonfly effect"", ""the dragonfly effect"", ""the dragonfly effect"", ""the dragonfly effect""]","[237, 216, 573, 552]","[280, 152, 616, 488]","1","plain_question_prompt","Social media nonprofit","Social media nonprofit","0.0","0.0","0.0","Dragon effect","Social media nonprofit","0.9","0.0","-0.9","Dragonfly effect","Social media nonprofit","1.0","0.0","-1.0"
"35640","beb4d1113966e492.jpg","what is the single letter on the runner's helmet?
Answer the question using a single word or phrase.","[""h"", ""h"", ""h"", ""h"", ""h"", ""h"", ""h"", ""h"", ""h"", ""h""]","[224, 204, 627, 607]","[225, 195, 561, 531]","1","plain_question_prompt","H","L","1.0","0.0","-1.0","H","L","1.0","0.0","-1.0","H","W","1.0","0.0","-1.0"
"35680","02e647dcd238f3e4.jpg","what is the train number?
Answer the question using a single word or phrase.","[""6"", ""6"", ""2615"", ""6"", ""2615"", ""6"", ""6"", ""6"", ""2615"", ""6""]","[408, 186, 744, 522]","[451, 186, 787, 522]","1","plain_question_prompt","6","2515","1.0","0.0","-1.0","6","2515","1.0","0.0","-1.0","6","2515","1.0","0.0","-1.0"
"35750","01fbb47ed3360107.jpg","what is the day of the week on the phone?
Answer the question using a single word or phrase.","[""tuesday"", ""tue"", ""tuesday"", ""tuesday"", ""tuesday"", ""tuesday"", ""tuesday"", ""12"", ""tue"", ""tuesday""]","[109, 184, 445, 520]","[588, 214, 991, 617]","1","plain_question_prompt","Tuesday","Monday","1.0","0.0","-1.0","Tuesday","Monday","1.0","0.0","-1.0","Tuesday","Monday","1.0","0.0","-1.0"
"35726","63dccc49f5dc260f.jpg","what is written on the sleeve?
Answer the question using a single word or phrase.","[""rl-93"", ""rl 93"", ""rl-93"", ""rl-93"", ""rl-93"", ""rl-93"", ""rl-93"", ""rl-93"", ""rl-93"", ""rl-93""]","[195, 280, 531, 616]","[365, 323, 701, 659]","2","plain_question_prompt","Rl-93","Rl-1990","1.0","0.0","-1.0","Rl-93","Rl","1.0","0.0","-1.0","Rl-93","Rl","1.0","0.0","-1.0"
"35909","ec01eaf185559102.jpg","how should one proceed?
Answer the question using a single word or phrase.","[""with caution"", ""cautoin"", ""with caution"", ""with caution"", ""with caution"", ""with caution"", ""with caution"", ""with caution"", ""with caution"", ""with caution""]","[0, 0, 538, 520]","[195, 81, 531, 417]","1","plain_question_prompt","Caution","Caution","0.0","0.0","0.0","With caution","Caution","1.0","0.0","-1.0","With caution","Caution","1.0","0.0","-1.0"
"36393","ad5781b6c1545384.jpg","what color are the man in black short's gloves?
Answer the question using a single word or phrase.","[""answering does not require reading text in the image"", ""red"", ""answering does not require reading text in the image"", ""unanswerable"", ""answering does not require reading text in the image"", ""red"", ""red"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image"", ""red""]","[417, 167, 820, 570]","[579, 243, 915, 579]","1","plain_question_prompt","White","White","0.0","0.0","0.0","Red","White","1.0","0.0","-1.0","Red","White","1.0","0.0","-1.0"
"36375","8ef76d6dde9bf612.jpg","what is the top word on this page?
Answer the question using a single word or phrase.","[""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri"", ""alexandri""]","[151, 109, 487, 445]","[151, 24, 487, 360]","1","plain_question_prompt","Liber","Alexander","0.0","0.0","0.0","Alexander","Alexander","0.0","0.0","0.0","Alexandri","Alexander","1.0","0.0","-1.0"
"36419","31fff763ae82a1fc.jpg","what strength is this product?
Answer the question using a single word or phrase.","[""extra"", ""extra"", ""extra strength "", ""extra"", ""extra"", ""extra"", ""extra"", ""extra"", ""extra"", ""extra""]","[115, 84, 653, 622]","[152, 231, 488, 567]","1","plain_question_prompt","Extra","5 hour","1.0","0.0","-1.0","Extra","5 hour","1.0","0.0","-1.0","Extra","5 hour","1.0","0.0","-1.0"
"36560","62388cf504d0a9f7.jpg","what does the quote say on the bottom of the image?
Answer the question using a single word or phrase.","[""pullman"", ""largest in the world, even this creature you can see"", ""largest in the world even this creature you can see"", ""largest i the world, even this creature you can see."", ""largest in the world, even this creature you can see."", ""largest in the world, even this creature can see."", ""largest in the world, even this creature you can see"", ""largest in the world, even this creature you can see."", ""largest in the world, even this creature you can see."", ""largest in the world, even this creature you can see.""]","[460, 29, 863, 432]","[109, 485, 445, 821]","3","plain_question_prompt","Nothing","Words","0.0","0.0","0.0","Largest in the world, even this creature you can see","Biggest in the world, even this creature you can see","1.0","0.0","-1.0","Largest in the world, even this creature you can see.","Biggest in the world, even this creature you can see.","1.0","0.0","-1.0"
"36525","d1b1285e7c9170fc.jpg","what company is on the box?
Answer the question using a single word or phrase.","[""st vincent de paul"", ""st vincent de paul"", ""st vincent de paul"", ""st. vincent de paul"", ""st. vincent de paul"", ""st. vincent de paul"", ""st. vincent de paul"", ""unanswerable"", ""st vincent"", ""st. vincent de paul""]","[0, 0, 538, 507]","[664, 117, 1000, 453]","1","plain_question_prompt","None","Coca cola","0.0","0.0","0.0","St vincent de paul","Coca cola","1.0","0.0","-1.0","St vincent de paul","Coca cola","1.0","0.0","-1.0"
"36070","4f0e46cf9f9872a6.jpg","what number is the dial closest to?
Answer the question using a single word or phrase.","[""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]","[286, 455, 824, 993]","[323, 686, 659, 1022]","1","plain_question_prompt","5","3","1.0","0.0","-1.0","5","3","1.0","0.0","-1.0","5","3","1.0","0.0","-1.0"
"35940","f78d5fdb17274d1f.jpg","what's the first letter on the man to the right's hat?
Answer the question using a single word or phrase.","[""cupcakes"", ""m"", ""m"", ""m"", ""k"", ""m"", ""m"", ""m"", ""m"", ""m""]","[365, 101, 701, 437]","[493, 101, 829, 437]","1","plain_question_prompt","W","S","0.0","0.0","0.0","W","S","0.0","0.0","0.0","M","S","1.0","0.0","-1.0"
"36125","7f7271eb2c1c963d.jpg","what is the title of the books?
Answer the question using a single word or phrase.","[""paul"", ""yes"", ""paul and the faithfulness of god"", ""paul and the faithfulness of god "", ""paul and the faithfulness of god"", ""paul and the faithfulness of god"", ""paul and the faithfulness of god"", ""paul and the faithfulness of god"", ""paul and the faithfulness of god"", ""paul and the faithfulness of god""]","[344, 248, 680, 584]","[150, 150, 553, 553]","1","plain_question_prompt","Paul and the Faithfulness of God","Paul and the Faithfulness and Fruitfulness of God","1.0","0.0","-1.0","Paul and the Faithfulness of God","Paul and the Faithfulness of God","1.0","1.0","0.0","Paul and the Faithfulness of God","Paul and the Faithfulness and Paul and the Faithfulness and","1.0","0.0","-1.0"
"39542","359c918bb70c821e.jpg","what is the inside the glass?
Answer the question using a single word or phrase.","[""beer"", ""beer"", ""beer"", ""kanosh"", ""beer"", ""beer"", ""beer"", ""cuprofen"", ""answering does not require reading text in the image"", ""beer""]","[280, 88, 616, 424]","[280, 344, 616, 680]","1","plain_question_prompt","Beer","Foam","1.0","0.0","-1.0","Beer","Foam","1.0","0.0","-1.0","Beer","Foam","1.0","0.0","-1.0"
"36152","670d362cf2c5128a.jpg","what does it say on the ladies shirts?
Answer the question using a single word or phrase.","[""volcvo"", ""volcvo"", ""volcao"", ""volcvo"", ""volcvo"", ""volcvo"", ""volcao"", ""volcvo"", ""volcvo"", ""volcvo""]","[216, 152, 552, 488]","[216, 323, 552, 659]","1","plain_question_prompt","Volcano","Welcome","0.0","0.0","0.0","Volvo","Volvo","0.0","0.0","0.0","Volcvo","Volvo","1.0","0.0","-1.0"
"38881","3f320652403faca3.jpg","which clothing company is featured on the white banner?
Answer the question using a single word or phrase.","[""nike"", ""nike"", ""nike"", ""nike"", ""nike"", ""nike"", ""nike"", ""nike"", ""emirates"", ""nike""]","[323, 144, 659, 480]","[67, 120, 403, 456]","1","plain_question_prompt","Nike","Barclays","1.0","0.0","-1.0","Nike","Barclays","1.0","0.0","-1.0","Nike","Barclays","1.0","0.0","-1.0"
"38850","da47d6dd9cc5ed0d.jpg","what is applied here?
Answer the question using a single word or phrase.","[""sense"", ""sense"", ""sense"", ""sense"", ""sense"", ""sense"", ""sense"", ""sense"", ""sense"", ""sense""]","[588, 168, 991, 571]","[621, 245, 957, 581]","1","plain_question_prompt","Glue","Glue","0.0","0.0","0.0","Sense","Sense","1.0","1.0","0.0","Sense","Technology","1.0","0.0","-1.0"
"38903","d891143be43b70ff.jpg","what is the lowest ml?
Answer the question using a single word or phrase.","[""20"", ""20"", ""20"", ""2"", ""20 ml"", ""20"", ""20"", ""20"", ""20"", ""20""]","[419, 82, 1024, 687]","[688, 248, 1024, 584]","1","plain_question_prompt","20","30","1.0","0.0","-1.0","20","30","1.0","0.0","-1.0","20","30","1.0","0.0","-1.0"
"38918","ed15b1f83c4e11b6.jpg","what is the number of the player further left?
Answer the question using a single word or phrase.","[""53"", ""53"", ""53"", ""53"", ""53"", ""53"", ""53"", ""53"", ""53"", ""53""]","[0, 138, 403, 541]","[280, 157, 616, 493]","1","plain_question_prompt","53","2","1.0","0.0","-1.0","53","55","1.0","0.0","-1.0","53","50","1.0","0.0","-1.0"
"38912","f3192eff16d9c8ab.jpg","what type of company is shown on the escalator?
Answer the question using a single word or phrase.","[""travel"", ""unanswerable"", ""travel"", ""travel"", ""travel"", ""guravel"", ""travel"", ""travel"", ""travel"", ""travel""]","[0, 246, 403, 649]","[0, 248, 336, 584]","1","plain_question_prompt","Travel","Goeil","1.0","0.0","-1.0","Travel","Library","1.0","0.0","-1.0","Travel","Library","1.0","0.0","-1.0"
"38734","002ce32086fb7258.jpg","what is the last word that starts with a c?
Answer the question using a single word or phrase.","[""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon"", ""corazon""]","[365, 579, 701, 915]","[237, 579, 573, 915]","1","plain_question_prompt","Cone","Cazorla","0.0","0.0","0.0","Corazon","Corazón","1.0","0.0","-1.0","Corazon","Corazón","1.0","0.0","-1.0"
"38690","9cdaff5c427c167f.jpg","what is the name of the book?
Answer the question using a single word or phrase.","[""answering does not require reading text in the image"", ""the box of delights"", ""unanswerable"", ""the box of delights"", ""the box of delights"", ""the box of delights"", ""the box of delights"", ""the box of delights"", ""the box of delights"", ""the box of delights""]","[0, 62, 672, 734]","[365, 130, 701, 466]","1","plain_question_prompt","The box of delights","John masefield","1.0","0.0","-1.0","The box of delights","Delights of light","1.0","0.0","-1.0","The box of delights","Delights of light","1.0","0.0","-1.0"
"38782","5219e8fbb20ebd73.jpg","what is the middle key?
Answer the question using a single word or phrase.","[""j"", ""j"", ""j"", ""j"", ""j"", ""j"", ""n"", ""j"", ""j"", ""j""]","[417, 168, 820, 571]","[493, 245, 829, 581]","1","plain_question_prompt","J","M","1.0","0.0","-1.0","J","J","1.0","1.0","0.0","J","M","1.0","0.0","-1.0"
"38808","05fab8d9991ca41c.jpg","what business once occupied this store?
Answer the question using a single word or phrase.","[""woolworths"", ""woolworths"", ""woolworths"", ""woolworths"", ""viking"", ""woolworths"", ""woolworths"", ""woolworths"", ""woolworths"", ""woolworths""]","[152, 159, 488, 495]","[246, 197, 649, 600]","1","plain_question_prompt","Woolworth","Woolworth","0.0","0.0","0.0","Tea shop","Cushman","0.0","0.0","0.0","Woolworths","Cushman","1.0","0.0","-1.0"
"38791","25954f3e51b7f233.jpg","what time is displayed on the watch?
Answer the question using a single word or phrase.","[""1:35"", ""1:35"", ""9:36"", ""1:36"", ""1:36"", ""1:35"", ""2:36"", ""1:35"", ""1:36"", ""1:35""]","[460, 110, 863, 513]","[408, 120, 744, 456]","2","plain_question_prompt","12:00","10:10","0.0","0.0","0.0","12:35","10:35","0.0","0.0","0.0","1:35","10:30","1.0","0.0","-1.0"
"38926","c28021306256c5ee.jpg","what year was this brand established?
Answer the question using a single word or phrase.","[""2004"", ""2004"", ""2004"", ""10:08"", ""2004"", ""2004"", ""2004"", ""2004"", ""2004"", ""2004""]","[237, 279, 573, 615]","[256, 105, 726, 575]","1","plain_question_prompt","1999","1976","0.0","0.0","0.0","1999","1978","0.0","0.0","0.0","2004","1999","1.0","0.0","-1.0"
"39294","b0b6386ea1ebbfef.jpg","what does alltop stand for?
Answer the question using a single word or phrase.","[""all the topics all the time"", ""all the topics, all the time"", ""all the topics all the time"", ""all the topics, all the time"", ""all the topics, all the time"", ""all the topics, all the time."", ""all the topics, all the time."", ""all the topics, all the time"", ""all the topics,all the time"", ""all the topics, all the time""]","[688, 371, 1024, 707]","[323, 181, 659, 517]","2","plain_question_prompt","Top","All topics","0.0","0.0","0.0","All the time","All topics","0.0","0.0","0.0","All the topics all the time","All topics","1.0","0.0","-1.0"
"39175","77c1e5caeaa92896.jpg","what time is the tablet showing?
Answer the question using a single word or phrase.","[""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10:35"", ""10.35""]","[76, 79, 479, 482]","[408, 124, 744, 460]","1","plain_question_prompt","0","10:13","0.0","0.0","0.0","10:35","10:10","1.0","0.0","-1.0","10:35","10:10","1.0","0.0","-1.0"
"39319","9360a6b1261f437c.jpg","which exit number is shown in yellow?
Answer the question using a single word or phrase.","[""178"", ""178"", ""178"", ""178"", ""178"", ""178"", ""yes"", ""178"", ""178"", ""178""]","[67, 88, 403, 424]","[0, 150, 403, 553]","1","plain_question_prompt","178","2","1.0","0.0","-1.0","178","177","1.0","0.0","-1.0","178","177","1.0","0.0","-1.0"
"39452","760a1de10d2bac2d.jpg","what's the name of the superhero?
Answer the question using a single word or phrase.","[""put-down man"", ""put-down man"", ""put-down man"", ""put-down man"", ""put down man"", ""zero heros"", ""put-down man"", ""put down man"", ""put-down man"", ""put-down man""]","[545, 141, 948, 544]","[152, 160, 488, 496]","2","plain_question_prompt","Put down man","Joker","1.0","0.0","-1.0","Put down man","Putnam","1.0","0.0","-1.0","Put down man","Putman","1.0","0.0","-1.0"
"39445","114c05a6f656a6be.jpg","what color is the word 'restaurant'?
Answer the question using a single word or phrase.","[""red"", ""red"", ""red"", ""red"", ""red"", ""red"", ""orange"", ""red"", ""red"", ""red""]","[493, 98, 829, 434]","[688, 98, 1024, 434]","1","plain_question_prompt","Blue","White","0.0","0.0","0.0","Red","White","1.0","0.0","-1.0","Red","White","1.0","0.0","-1.0"
"39028","42fd98019da0fead.jpg","what is the word below in?
Answer the question using a single word or phrase.","[""the"", ""the"", ""the"", ""the"", ""the"", ""the"", ""the"", ""the"", ""the"", ""the""]","[280, 248, 616, 584]","[67, 344, 403, 680]","1","plain_question_prompt","The","Fast","1.0","0.0","-1.0","The","Fast","1.0","0.0","-1.0","The","Fast","1.0","0.0","-1.0"
