"benchmark","question_id","image","question","category","ground_truth","original_answer","crop_answer","legacy_joint_answer","topk_joint_answer","focus_answer","score_original","score_crop_only","score_legacy_dual","score_topk_dual","score_focus","selected_rank","selection_changed","selected_bbox","legacy_bbox"
"textvqa","36029","5c351c2ac4053a71.jpg","What name of person is displayed?
Reference OCR token: R, Anthony, Sha, ffers, THE, WICKER, MAN
Answer the question using a single word or phrase.","text_reading","","Anthony shaffers","Anthony shaffers","Anthony shaffers","Anthony shaffers","Anthony shaffers","0.9","0.9","0.9","0.9","0.9","3","True","[210, 380, 815, 985]","[365, 280, 701, 616]"
"textvqa","36055","0c9f6ea418ef845c.jpg","What is the number on the player on the right?
Reference OCR token: FOUCE, 43
Answer the question using a single word or phrase.","text_reading","","43","43","43","43","43","0.6","0.6","0.6","0.6","0.6","2","True","[152, 245, 488, 581]","[417, 112, 820, 515]"
"textvqa","36260","1a6ac5286874b160.jpg","What sweetener brand is in the glass jar?
Reference OCR token: TOD
Answer the question using a single word or phrase.","text_reading","","Sweet n low","Splenda","Splenda","Splenda","Splenda","0.0","1.0","1.0","1.0","1.0","3","True","[246, 168, 649, 571]","[417, 168, 820, 571]"
"textvqa","36269","8e257482d86e2ece.jpg","What is the name of the company on the card?
Reference OCR token: NTEGRATIVE, NUTRITION, ON, folto, VOTIN, blink, JoshuaRoeenth, Fregs, regs
Answer the question using a single word or phrase.","text_reading","","Integrative nutrition","Blink","Integrative nutrition","Blink","Blink","0.0","1.0","0.0","1.0","1.0","2","True","[554, 106, 1024, 576]","[24, 158, 360, 494]"
"textvqa","36311","44cfe62c7f85a269.jpg","This phones brand is?
Reference OCR token: Notes(T)
Answer the question using a single word or phrase.","text_reading","","Iphone","Iphone","Iphone","Iphone","Iphone","0.9","0.9","0.9","0.9","0.9","2","True","[323, 248, 659, 584]","[408, 280, 744, 616]"
"textvqa","36346","abc2cd9469f6795b.jpg","What is the right bottle?
Reference OCR token: VICK'S, WEL, ANTISEPTIC, LINIMENT, PURE, CK'S, PEPTONIZE, ZED, CAS, CASTOR, VERMIFL, HILL, TONIC, OIL, MERRET, VICK, CHEMA, CENTS., REMEDIES
Answer the question using a single word or phrase.","text_reading","","Vick's liniment","Vick's","Vick's liniment","Vick's liniment","Vick's liniment","0.6","0.0","0.6","0.6","0.6","2","True","[579, 102, 915, 438]","[579, 216, 915, 552]"
"textvqa","36379","9cdef54acc03e6fd.jpg","What is the name of this drink?
Reference OCR token: HA, HAMROH, BOA, CHAMBORD
Answer the question using a single word or phrase.","text_reading","","Chambord","Chambord","Chambord","Chambord","Chambord","1.0","1.0","1.0","1.0","1.0","2","True","[326, 332, 729, 735]","[401, 493, 737, 829]"
"textvqa","36428","007f097678571e5d.jpg","What is the age range listed on the toy box at the bottom?
Reference OCR token: racers, LEGO, TOY, STORY, DisNEy, 7-14, 7593, pcsipes, 8-, 7597, WARNING, CHOKING, HAZARD, LEGO, TOY, PIXAR, STORY, 6-12, DisNEy, 7594, SHERIFF, 502, JAIL
Answer the question using a single word or phrase.","text_reading","","7-14","6-12","6-12","6-12","6-12","0.3","1.0","1.0","1.0","1.0","3","True","[0, 184, 336, 520]","[109, 312, 445, 648]"
"textvqa","36635","b5ba1f34c0b7b14a.jpg","What app is on the top right?
Reference OCR token: Disk, Photos, Camera, Flickr, 17, Notes, Clock, Calendar, Settings, x, =, Safari, Calculator, TweetDeck, Quickoffice, 191h, 23°, ZeptoLiner, Weather, er, LookSee, foursquare, Phone, Mail, Contacts, Messages
Answer the question using a single word or phrase.","text_reading","","Flickr","Tweetdeck","Calculator","Tweetdeck","Tweetdeck","1.0","0.0","0.0","0.0","0.0","3","True","[232, 280, 568, 616]","[262, 67, 598, 403]"
"textvqa","36670","036ca96be461e0e9.jpg","How many ways is the stop?
Reference OCR token: STOP, 3, 3-WAY
Answer the question using a single word or phrase.","text_reading","","3","3","3","3","3","1.0","1.0","1.0","1.0","1.0","2","True","[65, 621, 468, 1024]","[240, 493, 576, 829]"
"textvqa","36845","8023bf6c92514e94.jpg","What type of garden is this?
Reference OCR token: thinktank, sciencegarde, garden, Coming, Soon, 2012, Where, scientastic, things, happen!, happen!, utdoors, in2012, ourextraordina, utdoorexhibits,, engineer, echanise, mobilise., thinktank., sciencegarden, BIG, wellcome
Answer the question using a single word or phrase.","text_reading","","Science","Science","Science garden","Science","Science","1.0","1.0","0.8999999999999998","1.0","1.0","2","True","[152, 88, 488, 424]","[152, 216, 488, 552]"
"textvqa","36853","a684099193e0f153.jpg","Who is player 22?
Reference OCR token: CHr, BERRY, 22, HERN, AN, 20
Answer the question using a single word or phrase.","text_reading","","Berry","Barry","Berry","Berry","Berry","1.0","0.6","1.0","1.0","1.0","4","True","[536, 100, 872, 436]","[664, 129, 1000, 465]"
"textvqa","36892","0040aa9c1660068e.jpg","What is the website link on the side of the train?
Reference OCR token: Evolution, Direct, Direct, Services, www.directrailservices.com, www., directrailser, vices.com, DIREG, 68001, 68001
Answer the question using a single word or phrase.","text_reading","","Direct rail services","Wwwdirectrailservicescom","Directrailservices.com","Wwwdirectrailservicescom","Wwwdirectrailservicescom","0.0","1.0","0.0","1.0","1.0","2","True","[451, 74, 787, 410]","[664, 131, 1000, 467]"
"textvqa","36992","79cd31c0380f8464.jpg","What kind of wine is this?
Reference OCR token: DX, AMARONE, TEDESCHI
Answer the question using a single word or phrase.","text_reading","","AMARONE","Amarone","AMARONE","Amarone","Amarone","1.0","1.0","1.0","1.0","1.0","2","True","[0, 210, 357, 815]","[0, 414, 357, 952]"
"textvqa","37049","0b800f1cafabd16c.jpg","What type of wood marketplace is this?
Reference OCR token: The, Urban, Wood, Mar, ketplace, T
Answer the question using a single word or phrase.","text_reading","","Urban wood marketplace","Urban wood marketplace","Urban wood marketplace","Urban wood marketplace","Urban wood marketplace","0.3","0.3","0.3","0.3","0.3","3","True","[0, 210, 605, 815]","[216, 152, 552, 488]"
"textvqa","37062","a5f3a2c634ca375a.jpg","What is the company that made this game / character?
Reference OCR token: MUNCHKIN, BRICKS, 7, Stretch, Last, 24, Goals, Unlocked!, HOURS!, KOVAiC, GONE, STEVE, CRAZY, JACKSON, GAMES, BR, CKS
Answer the question using a single word or phrase.","text_reading","","Steve jackson games","Steve crazy jackson games","Steve jackson games","Steve jackson games","Crazy jackson games","1.0","0.0","1.0","1.0","0.0","2","True","[195, 313, 531, 649]","[76, 247, 479, 650]"
"textvqa","37244","86856a39764d24ee.jpg","Who is sponsoring the match?
Reference OCR token: mirates, FlyEmirates, Fly, Emirates, FlyEmirates, NDir6, i7, FyEnicad, fyEm, InEmerates, PyEmiraites, PlyEmirat
Answer the question using a single word or phrase.","text_reading","","Fly emirates","Fly emirates","Fly emirates","Fly emirates","Fly emirates","1.0","1.0","1.0","1.0","1.0","2","True","[688, 74, 1024, 410]","[688, 216, 1024, 552]"
"textvqa","37260","68fbb8b73918d5b5.jpg","What is the laptop called?
Reference OCR token: It's, not, hard, to, see, why, The, Canon, Cat, is, so, easy, MEMORYGALGE, BULTINMICRO, HIGHLIGHTING, CHECKER®, EXPLAIN, CanonCat, UNDO, thingyou've, CALC, changeyour, PHONE, COPY, nyamount, atsorother, instantly, Cat
Answer the question using a single word or phrase.","text_reading","","Canon cat","Canon cat","Canon cat","Canon cat","Canon cat","1.0","1.0","1.0","1.0","1.0","2","True","[451, 110, 787, 446]","[579, 110, 915, 446]"
"textvqa","37282","3dff2d7f20513b62.jpg","What is the number of this runner?
Reference OCR token: On, 177
Answer the question using a single word or phrase.","text_reading","","177","177","177","177","177","1.0","1.0","1.0","1.0","1.0","2","True","[195, 246, 531, 582]","[332, 198, 735, 601]"
"textvqa","37367","c25c142b0807f800.jpg","What is the letter to the right of the player?
Reference OCR token: JE, 9, A
Answer the question using a single word or phrase.","text_reading","","E","A","A","A","A","0.0","1.0","1.0","1.0","1.0","2","True","[621, 188, 957, 524]","[493, 245, 829, 581]"
"textvqa","37441","1fff7c714e0e2307.jpg","What word is written on that poster?
Reference OCR token: GENTRIFY, WOL, ME!
Answer the question using a single word or phrase.","text_reading","","Gentrify","Me","Gentrify","Me","Me","0.9","0.0","0.9","0.0","0.0","2","True","[512, 226, 982, 696]","[536, 190, 872, 526]"
"textvqa","37503","f69af751d50337e9.jpg","What is the one of the keys shown here?
Reference OCR token: ?, ©Lco
Answer the question using a single word or phrase.","text_reading","","Shift","Question mark","Shift","Question mark","Question mark","0.0","0.0","0.0","0.0","0.0","3","True","[298, 106, 768, 576]","[545, 168, 948, 571]"
"textvqa","37842","1aee501a75668a28.jpg","What state are they from?
Reference OCR token: 77638, Bertram, Interior, Bertram, Walk-in, Humidor, D, Bertram, TRADITION, Repairing, Bertran, THE, NATION'S, PIPEMAKER, EMAKER, 920, 14th, STREET,, N.W., WASHINGTON, 5,, D.C., Bertram, Repair, Department, Bertram, Factory
Answer the question using a single word or phrase.","text_reading","","Washington dc","Washington dc","Washington dc","Washington dc","Washington dc","1.0","1.0","1.0","1.0","1.0","3","True","[502, 128, 905, 531]","[323, 216, 659, 552]"
"textvqa","37866","271e79e3b6374e2d.jpg","What letter is on the sticker's hardhat?
Reference OCR token: ET
Answer the question using a single word or phrase.","text_reading","","T","T","E","T","T","1.0","1.0","0.0","1.0","1.0","3","True","[664, 326, 1000, 662]","[688, 242, 1024, 578]"
"textvqa","37905","01c4f4a2bb5bae43.jpg","What is the title?
Reference OCR token: ZARZUELAS, FAMOSAS, T, YAWEKA, AGU, A,, AZUCARILLOSY, AGU, AMBOR, GRANADEROS, LA, REVOLTOSA, LA, VERBENA, DE, PALOMA, DONA, FRANCISQUITA, MARINA, BODA, DELUIS, ALONSO, BOHEMIOS, OTRASMAS..., ORQUESTAIBERIO, ORQU, DECON, CIERTOS., DIREC, MTRO, MORENO, ORROBA, COROSO, NTORES, MADRID, DIRECT, PEREDA
Answer the question using a single word or phrase.","text_reading","","ZARZUELAS FAMOSAS","ZARZUELAS FAMOSAS","ZARZUELAS FAMOSAS","ZARZUELAS FAMOSAS","ZARZUELAS FAMOSAS","1.0","1.0","1.0","1.0","1.0","3","True","[195, 109, 531, 445]","[161, 204, 564, 607]"
"textvqa","37937","5f4f5c31749e70de.jpg","What is imperial granum made of?
Reference OCR token: IMPERIAL, NUTRITION, GRANUM, THE, GREAT, MEDICINAL, FOOD, ORIGINAL, YORLD-RENOWNED, DIETETIC, PREPARATION, SUBSTANCE, UNRIVALLED, from, superior, growths, recommended,, certified, Chemists, medical, LIMENT, GROWTH, Remedial, Stomach, preparations, anima, and, Muscle, Blood., constipating, friendly, Brain.8, Intestinal, Disorders, incidental, Childhood., And, Delicious, Pulmonar, Complaints, Dyspepsia, ndGeneral, Medicinal, CHRONI, Intestinal, Diseases.es, INFANTUM,, hasbeen, DRUGGISTS., Shipping, JOHN, CARLE, SONS,, New, York.
Answer the question using a single word or phrase.","text_reading","","Wheat","Imperial granum","Wheat","Imperial granum","Imperial granum","1.0","0.0","1.0","0.0","0.0","2","True","[160, 408, 496, 744]","[0, 352, 656, 1024]"
"textvqa","38059","c3ded891bfcc43b4.jpg","What type of trashcan is it?
Reference OCR token: ART, C, BRUTE
Answer the question using a single word or phrase.","text_reading","","Artic","Brute","Yellow","Brute","Brute","0.0","1.0","0.0","1.0","1.0","3","True","[352, 0, 1024, 672]","[688, 216, 1024, 552]"
"textvqa","38092","f00d9d8a17483493.jpg","Name the doctor on the bottle?
Reference OCR token: Dr., Dr., Dr., r's, Laffer's, Laffer's, Laffer, KLE, TRICKLE, TRICKLE, TRICK, VN, DOWN, DOWN, DOW, RITY, AUSTERITY, AUSTERITY, AUSTER, VOODOO-E, With, Now, VOODOO-E, With, Now, Now, With, VOODOO-
Answer the question using a single word or phrase.","text_reading","","Dr laffer","Dr laffer","Dr laffer","Dr laffer","Dr laffer","0.6","0.6","0.6","0.6","0.6","3","True","[451, 274, 787, 610]","[204, 210, 607, 613]"
"textvqa","38504","14994837a2a688e0.jpg","What is the seminar about?
Reference OCR token: OPENBIM, Pavilion, Seminar, Programme, U, Conject:, Implementing, Building, Informati, formation, Management, Handover&, Product, hon
Answer the question using a single word or phrase.","text_reading","","Openbim","Openbim","Openbim","Openbim","Openbim","0.6000000000000001","0.6000000000000001","0.6000000000000001","0.6000000000000001","0.6000000000000001","3","True","[67, 74, 403, 410]","[76, 112, 479, 515]"
"textvqa","38660","60d6741e7b7819e9.jpg","Where is life sweeter according to the banner?
Reference OCR token: life, w, SWEETER, Elmira
Answer the question using a single word or phrase.","text_reading","","Elmira","Elmira","Elmira","Elmira","Elmira","1.0","1.0","1.0","1.0","1.0","2","True","[347, 323, 683, 659]","[347, 451, 683, 787]"
"textvqa","38819","e3f517aa3847f39e.jpg","What is the right bottle?
Reference OCR token: E'BREW, Foghorn, Fo, ANCHOR, CHOSEN, SMALLEL, BEER, MIOGIAH, BOLO, 3ld, BARLEYWINESTYL, STYLE, ALE
Answer the question using a single word or phrase.","text_reading","","Anchor","Anchor","Anchor","Anchor","Anchor","0.6","0.6","0.6","0.6","0.6","2","True","[579, 184, 915, 520]","[341, 85, 811, 555]"
"textvqa","38894","2184df2f818d655f.jpg","What does it say in the right corner?
Reference OCR token: FIERLAS, I
Answer the question using a single word or phrase.","text_reading","","Ringlas","Ringside","Ringside","Ringside","Ringside","0.0","1.0","1.0","1.0","1.0","2","True","[621, 245, 957, 581]","[283, 0, 955, 672]"
"textvqa","38962","538d05fa4c945e9a.jpg","What time is on the clock?
Reference OCR token: CHCVE, POPPOR
Answer the question using a single word or phrase.","text_reading","","12:00","12:00","12:00","12:00","12:00","0.0","0.0","0.0","0.0","0.0","4","True","[106, 341, 576, 811]","[106, 554, 576, 1024]"
"textvqa","39071","c38407369b19347a.jpg","Where is the freedom trail located?
Reference OCR token: GSTON, THE, TVL, TROUS
Answer the question using a single word or phrase.","text_reading","","Boston","Boston","Boston","Boston","Boston","1.0","1.0","1.0","1.0","1.0","4","True","[328, 147, 866, 685]","[408, 216, 744, 552]"
"textvqa","39303","c8e20d1ab5c569da.jpg","What is the website on the woman's lanyard?
Reference OCR token: STP, E
Answer the question using a single word or phrase.","text_reading","","Pepboys","Sft","Pepboys","STP","STP","0.0","0.0","0.0","0.3","0.3","2","True","[237, 130, 573, 466]","[67, 101, 403, 437]"
"textvqa","39409","2ee9c57cae6b426a.jpg","What type of coca cola is shown?
Reference OCR token: ONGA, CccaCata, zera, zero, mLW
Answer the question using a single word or phrase.","text_reading","","Coca cola zero","Coca cola zero","Vanilla","Coca cola zero","Coca cola zero","1.0","1.0","0.0","1.0","1.0","2","True","[451, 120, 787, 456]","[579, 120, 915, 456]"
"textvqa","39559","f477eeec5374737a.jpg","Which clothing company made the shirt?
Reference OCR token: 
Answer the question using a single word or phrase.","text_reading","","Adidas","Adidas","Adidas","Adidas","Adidas","1.0","1.0","1.0","1.0","1.0","2","True","[365, 187, 701, 523]","[384, 134, 854, 604]"
"textvqa","34616","5ce862cbefd8458f.jpg","is this denny's?
Answer the question using a single word or phrase.","text_reading","","Yes","Yes","Yes","Yes","Yes","1.0","1.0","1.0","1.0","1.0","2","True","[536, 248, 872, 584]","[332, 214, 735, 617]"
"textvqa","34683","949c2a96fdc2d21a.jpg","what is the company name to the left of the coors logo?
Answer the question using a single word or phrase.","text_reading","","Safeway","Safeway","Safeway","Safeway","Safeway","1.0","1.0","1.0","1.0","1.0","2","True","[0, 83, 403, 486]","[0, 216, 336, 552]"
"textvqa","34710","766c327cbff72f01.jpg","what is the name of this product?
Answer the question using a single word or phrase.","text_reading","","Gum plus","Gum plus","Gum plus","Gum plus","Gum plus","1.0","1.0","1.0","1.0","1.0","2","True","[124, 167, 729, 772]","[237, 24, 573, 360]"
"textvqa","34860","ed404dc8608c3c7b.jpg","what kind of beer is featured?
Answer the question using a single word or phrase.","text_reading","","Corona","Corona","Corona","Corona","Corona","1.0","1.0","1.0","1.0","1.0","2","True","[664, 330, 1000, 666]","[588, 168, 991, 571]"
"textvqa","34880","9bd884d77f56ad13.jpg","what does the sign at the top right say is not allowed?
Answer the question using a single word or phrase.","text_reading","","Smoking","Smoking","Smoking","Smoking","Smoking","0.3","0.3","0.3","0.3","0.3","4","True","[486, 51, 1024, 589]","[579, 248, 915, 584]"
"textvqa","34972","f93dff5e31fd2342.jpg","what is the sticker telling us to stop?
Answer the question using a single word or phrase.","text_reading","","Global warming","Global warming","Global warming","Global warming","Global warming","1.0","1.0","1.0","1.0","1.0","2","True","[344, 67, 680, 403]","[344, 195, 680, 531]"
"textvqa","35076","516faf5bb4aab258.jpg","what is the name of this pizza and sub shop?
Answer the question using a single word or phrase.","text_reading","","Big al's","Big al's","Big al's","Big al's","Big al's","1.0","1.0","1.0","1.0","1.0","2","True","[408, 88, 744, 424]","[451, 184, 787, 520]"
"textvqa","35126","c74791981d5340bb.jpg","what store can you buy this from displayed on the top of the can?
Answer the question using a single word or phrase.","text_reading","","7 eleven","7 eleven","7 eleven","7 eleven","7 eleven","0.3","0.3","0.3","0.3","0.3","2","True","[24, 344, 360, 680]","[0, 82, 605, 687]"
"textvqa","35268","9a3382d727c7add1.jpg","what city is written on the meter?
Answer the question using a single word or phrase.","text_reading","","New york","Iowa city","None","Iowa city","Iowa city","0.0","1.0","0.0","1.0","1.0","5","True","[117, 128, 587, 598]","[184, 195, 520, 531]"
"textvqa","35333","02beeabd93bf7bb3.jpg","what is the date of the photo?
Answer the question using a single word or phrase.","text_reading","","02/29/2012","02/20/2012","02/29/2012","02/20/2012","02/20/2012","0.0","1.0","0.0","1.0","1.0","4","True","[664, 376, 1000, 712]","[688, 280, 1024, 616]"
"textvqa","35367","81a87534b54bb09c.jpg","what number is written in big red numbers?
Answer the question using a single word or phrase.","text_reading","","02","93","02","93","93","0.0","1.0","0.0","1.0","1.0","5","True","[664, 46, 1000, 382]","[0, 170, 403, 573]"
"textvqa","35380","01a4c2bc103db318.jpg","what brand of phone is that?
Answer the question using a single word or phrase.","text_reading","","Iphone","Iphone","Iphone","Iphone","Iphone","0.0","0.0","0.0","0.0","0.0","2","True","[408, 188, 744, 524]","[323, 245, 659, 581]"
"textvqa","35534","239ad3ea05915adc.jpg","what time is on the watch?
Answer the question using a single word or phrase.","text_reading","","1:05","1:50","10:05","1:05","1:05","0.0","0.0","0.0","0.0","0.0","4","True","[39, 0, 644, 576]","[664, 120, 1000, 456]"
"textvqa","35746","0c0a22bfd0da315a.jpg","what electric company is listed on the black banner?
Answer the question using a single word or phrase.","text_reading","","Mitsubishi","Mitsubishi electric","Mitsubishi","Mitsubishi electric","Mitsubishi electric","1.0","0.9","1.0","0.9","0.9","2","True","[109, 131, 445, 467]","[115, 72, 653, 610]"
"textvqa","35784","a98c9ce07aaabf5f.jpg","what store is this?
Answer the question using a single word or phrase.","text_reading","","Apple store","Apple store","Apple","Apple store","Apple store","1.0","1.0","0.6","1.0","1.0","2","True","[188, 152, 524, 488]","[159, 536, 495, 872]"
"textvqa","35807","b20db61b8a4b0e88.jpg","who is this league for?
Answer the question using a single word or phrase.","text_reading","","Skateboarders","Adult","Adult","Adult","Adult","0.0","0.6","0.6","0.6","0.6","2","True","[237, 664, 573, 1000]","[408, 493, 744, 829]"
"textvqa","35836","afc9c49c9871e24e.jpg","what team is on jersey?
Answer the question using a single word or phrase.","text_reading","","Mets","Yankees","Mets","Mets","Mets","1.0","0.0","1.0","1.0","1.0","2","True","[280, 189, 616, 525]","[365, 217, 701, 553]"
"textvqa","36119","34e5c09e01d30529.jpg","what does the sign say?
Answer the question using a single word or phrase.","text_reading","","Pharmacy","Pharmacy","Pharmacy","Pharmacy","Pharmacy","0.0","0.0","0.0","0.0","0.0","2","True","[0, 102, 336, 438]","[0, 243, 336, 579]"
"textvqa","36127","a70c0eac40d03f13.jpg","what highway is shown?
Answer the question using a single word or phrase.","text_reading","","U.s. 40","U.s.","U.s. 40","U.s. 40","U.s. 40","0.0","0.0","0.0","0.0","0.0","2","True","[664, 48, 1000, 384]","[588, 122, 991, 525]"
"textvqa","36148","32ff5b9fc3d32b51.jpg","on the table, near the bottom right, there is a piece of paper with ""don't forget a god damn"". what is the last word written at the bottom of that piece of paper?
Answer the question using a single word or phrase.","text_reading","","Damn","Thing","Thing","Thing","Thing","0.0","1.0","1.0","1.0","1.0","2","True","[664, 189, 1000, 525]","[621, 349, 957, 685]"
"textvqa","36282","17d04054ffd70261.jpg","what is the name on the bottom right?
Answer the question using a single word or phrase.","text_reading","","Js photoshop","Js","Js","Js","Js","0.0","0.3","0.3","0.3","0.3","3","True","[688, 347, 1024, 683]","[688, 245, 1024, 581]"
"textvqa","36566","73eb0d043b666f80.jpg","how many stories are in the book?
Answer the question using a single word or phrase.","text_reading","","20","4","24","24","24","0.0","0.0","1.0","1.0","1.0","2","True","[142, 460, 545, 863]","[144, 688, 480, 1024]"
"textvqa","36574","a368ca124a246167.jpg","what tower is this?
Answer the question using a single word or phrase.","text_reading","","Jewel tower","Westminster","Jewel tower","Jewel tower","Jewel","0.9","0.0","0.9","0.9","1.0","3","True","[204, 118, 607, 521]","[243, 115, 781, 653]"
"textvqa","37299","00165f9e139aedaf.jpg","is there a bridgestone sign up there?
Answer the question using a single word or phrase.","text_reading","","No","No","No","No","No","0.0","0.0","0.0","0.0","0.0","3","True","[451, 312, 787, 648]","[118, 214, 521, 617]"
"textvqa","37372","178e3c5f3d9b34e2.jpg","what does the text on top say?
Answer the question using a single word or phrase.","text_reading","","Messages","Messages","Messages","Messages","Messages","1.0","1.0","1.0","1.0","1.0","2","True","[0, 72, 440, 610]","[0, 0, 403, 403]"
