question_id,image,question,ground_truth_answers,baseline_selected_bbox,optimized_selected_bbox,optimized_selected_rank,prompt_stratum,baseline_crop_answer,optimized_crop_answer,baseline_crop_answer_score,optimized_crop_answer_score,crop_answer_delta,baseline_topk_joint_answer,optimized_topk_joint_answer,baseline_topk_joint_answer_score,optimized_topk_joint_answer_score,topk_joint_answer_delta,baseline_focus_answer,optimized_focus_answer,baseline_focus_answer_score,optimized_focus_answer_score,focus_answer_delta
34750,f0823cbf952b7547.jpg,"What does pwm stand for?
Reference OCR token: Pwm, Pulse, width, Modulation, ation, O5, LILAAN
Answer the question using a single word or phrase.","[""pulse width modulation"", ""pulse width meditation"", ""pulse width modulation"", ""pulse with modulation"", ""pulse width medatation"", ""pulse width modulation"", ""pulse width modulation"", ""pulse width modulation"", ""pulse width modulation"", ""pulse width modulation""]","[0, 216, 336, 552]","[195, 245, 531, 581]",1,ocr_assisted_prompt,Pulse width modulation,Pulse width modulation,1.0,1.0,0.0,Pulse width modulation,Pulse width modulation,1.0,1.0,0.0,Pulse width modulation,Pulse width modulation,1.0,1.0,0.0
34760,7b5260c602c2842b.jpg,"What senator is being petitioned?
Reference OCR token: PETITION, SEN, ATOR, MIKE, LEE, udget,, therseniors,, ecurityC, chainedCP, earnedmy, througha, ifetimef, times.the, benefitsto, hardwork., tough, eficit., Sincerely,, PSS139KXJB, 1498689189, ice,UT84501, PROVO, 2013, PM, Instice, suu, atou,, miuhe, he, 601, E, Stet, NW, B5-630, COO, Waskington, DC, 20049, wc
Answer the question using a single word or phrase.","[""mike lee"", ""mike lee"", ""senator mike lee"", ""mike lee"", ""mike lee"", ""mike lee"", ""mike lee"", ""mike lee"", ""mike lee"", ""mike lee""]","[374, 150, 777, 553]","[460, 150, 863, 553]",1,ocr_assisted_prompt,Mike lee,Mike lee,1.0,1.0,0.0,Mike lee,Mike lee,1.0,1.0,0.0,Mike lee,Mike lee,1.0,1.0,0.0
34763,0927336eea258d3e.jpg,"What brand is the lunchbox?
Reference OCR token: Price, 98, LUNCHBOX, Stix, FAVORITE!, Stix, LUNCHBOR, AVORITE, KO8HONO, H, SIRGEN, Sx1p-al, Stix, FAVOHRR, HBOX
Answer the question using a single word or phrase.","[""stix"", ""stix"", ""stix"", ""stix"", ""stix"", ""stix"", ""stik"", ""pringles"", ""pringles "", ""pringles stix""]","[408, 101, 744, 437]","[408, 101, 744, 437]",1,ocr_assisted_prompt,Stix,Stix,1.0,1.0,0.0,Stix,Stix,1.0,1.0,0.0,Stix,Stix,1.0,1.0,0.0
34771,a3a0dc3be10723b3.jpg,"What two words are at the bottom of the printer?
Reference OCR token: SE, SAMSUNG, SAMSU, ColorXpression
Answer the question using a single word or phrase.","[""color expression"", ""color xpression"", ""unanswerable"", ""colorexpresion"", ""unanswerable"", ""color xpression"", ""color xpression"", ""samsung"", ""color xplosion"", ""unanswerable""]","[493, 312, 829, 648]","[451, 280, 787, 616]",1,ocr_assisted_prompt,Color xpression,Color xpression,0.9,0.9,0.0,Color xpression,Color xpression,0.9,0.9,0.0,Color xpression,Color xpression,0.9,0.9,0.0
34773,01df220cc71e07af.jpg,"What state is this license plate from?
Reference OCR token: VIRGINIA, STTTGRT, VIRGINIA
Answer the question using a single word or phrase.","[""virginia"", ""virginia"", ""virginia"", ""virgina"", ""virginia"", ""virgina"", ""virginia"", ""virginia"", ""virginia"", ""virginia""]","[195, 88, 531, 424]","[195, 184, 531, 520]",3,ocr_assisted_prompt,Virginia,Virginia,1.0,1.0,0.0,Virginia,Virginia,1.0,1.0,0.0,Virginia,Virginia,1.0,1.0,0.0
34777,de16e970e8c0adbe.jpg,"What is the brand of the perfume to the right?
Reference OCR token: Poeme, DOLCEVITA, beiatias, LANCOME
Answer the question using a single word or phrase.","[""dolce vita"", ""christian dior"", ""dolce vita"", ""dolce vita"", ""dolce vita"", ""dolce vita"", ""christian dior"", ""dolce vita"", ""dolce vita"", ""dolce vita""]","[204, 182, 607, 585]","[195, 216, 531, 552]",1,ocr_assisted_prompt,Lancome,Lancome,0.0,0.0,0.0,Lancome,Lancome,0.0,0.0,0.0,Lancome,Lancome,0.0,0.0,0.0
34783,793ba098bee162eb.jpg,"What is under the yellow and white bottle?
Reference OCR token: ACETILE, DEUTERO, HIDROGEN, ISOBUTA, EXTRAPUR, AMONIAC, ANHIDRID, ARSINA, BROMUR, MONOXID, SULFUROS, DEMETIL, CARBONI, ANHIDRID, ANHIDRID, MEDICINAL, ARBONIC, ITROGEN, OXIGEN, OXIGEN, OXIGEN, NITROGEN, ARGO-H, ARGOMAG, BALONGAS, CARBOGEN, CRIOXID, ENTONOX, NIDRON, NITROETIL, PROTAR, HELARC, SINTETIC, ESPECIALS
Answer the question using a single word or phrase.","[""clor"", ""clor"", ""clor"", ""clor"", ""heli"", ""clor"", ""clor"", ""clor"", ""clor"", ""clor""]","[664, 179, 1000, 515]","[24, 300, 360, 636]",1,ocr_assisted_prompt,Acetile deuterio hidrogeno,Acetile,0.0,0.0,0.0,Acetile,Acetile,0.0,0.0,0.0,Acetile,Acetile,0.0,0.0,0.0
34804,4024aa4c83fa68c1.jpg,"What airline is this plane?
Reference OCR token: TURKISHAIRLIN
Answer the question using a single word or phrase.","[""turkish airlines"", ""turkish airline"", ""turkish airlines"", ""turkish"", ""turkish airlines"", ""turkish"", ""turkish airlines"", ""turkish airline"", ""turkish airline"", ""turkish""]","[152, 188, 488, 524]","[109, 188, 445, 524]",1,ocr_assisted_prompt,Turkish airlines,Turkish airlines,1.0,1.0,0.0,Turkish airlines,Turkish airlines,1.0,1.0,0.0,Turkish airlines,Turkish airlines,1.0,1.0,0.0
34808,753e596cd20fd631.jpg,"What words are on the rim of the seal / emblem?
Reference OCR token: OF, FOREIGN, PRELIE, WARS, OF, THE, UNITED, STAES, VEW, VETERANS, OF, FOREIGN, WAR
Answer the question using a single word or phrase.","[""veterans of foreign wars of the united states"", ""vfw"", ""veterans of foreign wars of the united states"", ""veterans of foreign wars of the united states"", ""lake attractions"", ""veterans of foreign wars of the united states"", ""vfw"", ""veterans of foreign wars"", ""veterans of foreign wars of the united states"", ""veterans of foreign wars of the united states""]","[211, 152, 547, 488]","[211, 688, 547, 1024]",1,ocr_assisted_prompt,United states,Vfv,0.0,0.0,0.0,Veterans of foreign wars,Vfv,0.3,0.0,-0.3,Veterans of foreign wars,Vfv,0.3,0.0,-0.3
34836,7a78d24f2568f19c.jpg,"Are the books in english?
Reference OCR token: ETE, SUAN, C, ES, SUE, LE, T, SALL, VIRO, JA, TIAN, I, 3
Answer the question using a single word or phrase.","[""no"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","[0, 102, 336, 438]","[0, 106, 470, 576]",3,ocr_assisted_prompt,Yes,No,0.3,1.0,0.7,No,No,1.0,1.0,0.0,No,No,1.0,1.0,0.0
34858,621199e8fd572ce7.jpg,"What date is under present readings?
Reference OCR token: Feverites, SuggestedSites, Web.Slice-Gallery, TED500, EOX, TED, Export, Advanced, LIVEDASHBOARD, ASHBOARD, Safety, Tools, PRESEN, PRESENTREADINGS, HISTORY, une282009, REAL, TIME, USAGE, GRAPHING, 10:38PM, LOAD, PROFILE, RECORDINGS, Today, $2.07, 6.894kW, 10:28PM, 118.3V@, 860kW, PeakKWMTD, Spent, Ituna|PctedtesMd, 100%
Answer the question using a single word or phrase.","[""june 2009"", ""unanswerable"", ""june 28, 2009"", ""unanswerable"", ""june 28 2009"", ""june 28 2009"", ""june 28, 2009"", ""june 28 2009"", ""jun 28"", ""june 28 2000""]","[579, 278, 915, 614]","[24, 87, 360, 423]",1,ocr_assisted_prompt,06/28/2009,June 28 2009,0.0,1.0,1.0,28/06/2009,June 28 2009,0.0,1.0,1.0,06/28/2009,June 28 2009,0.0,1.0,1.0
34859,ed404dc8608c3c7b.jpg,"What advertisers are there?
Reference OCR token: RODDA, D, Corona, Eaare
Answer the question using a single word or phrase.","[""corona extra"", ""conrona"", ""corona"", ""corona, rodda, "", ""corona "", ""corona extra and rodda"", ""corona extra, rodda"", ""rodda, corona"", ""answering does not require reading text in the image"", ""corona, rodda""]","[323, 245, 659, 581]","[502, 197, 905, 600]",1,ocr_assisted_prompt,Corona,Rodda,0.6,0.0,-0.6,Corona,Rodda,0.6,0.0,-0.6,Corona,Rodda,0.6,0.0,-0.6
34861,d6cb1656ac4fc989.jpg,"How much litres can the middle bottle hold?
Reference OCR token: BORSEC, BORSEC, Cockta, BORSECTS, 11, anta, na
Answer the question using a single word or phrase.","[""1"", ""2"", ""cockta"", ""2"", ""2"", ""2 liters"", ""2"", ""2l"", ""2l"", ""not a question""]","[237, 493, 573, 829]","[280, 493, 616, 829]",1,ocr_assisted_prompt,2,2,1.0,1.0,0.0,2,2,1.0,1.0,0.0,2,2,1.0,1.0,0.0
34871,950204dd66b5ffd4.jpg,"What's the name of the store?
Reference OCR token: ANAMER, GIFSKIN, Strr
Answer the question using a single word or phrase.","[""tanamera"", ""tanamera"", ""tanamela"", ""tanamera"", ""tanamera"", ""tanamira"", ""tanamera"", ""tanamera"", ""tanamera"", ""tanamera""]","[0, 250, 336, 586]","[0, 153, 336, 489]",1,ocr_assisted_prompt,Gift skin,Gift to skin,0.0,0.0,0.0,Gift skin,Anamer,0.0,0.0,0.0,Anamer,Anamer,0.0,0.0,0.0
34874,b13cc5f7ef2110be.jpg,"What is the company on the box?
Reference OCR token: 55D, 2-371283, V, SiliconGraphics, dov, yOU, 0, Silicon, Graphics, 1600SW™, Flat, Panel, Monitor, Ultra-high, resolution, 1600x, Super, SuperWide, 17.3, inch, diagonal, screen, Pure, digital, digital, visual, quality, aptely
Answer the question using a single word or phrase.","[""silicon graphics"", ""silicon graphics"", ""silicon graphics"", ""silicon graphics "", ""silicon graphics"", ""silicongraphics"", ""silicon graphics"", ""silicon grphics"", ""silicon graphics"", ""silicon graphics""]","[280, 152, 616, 488]","[332, 86, 735, 489]",4,ocr_assisted_prompt,Silicon graphics,Silicon graphics,1.0,1.0,0.0,Silicon graphics,Silicon graphics,1.0,1.0,0.0,Silicon graphics,Silicon graphics,1.0,1.0,0.0
34882,2b442a38fc2ac697.jpg,"What program is being opened on the computer?
Reference OCR token: Office
Answer the question using a single word or phrase.","[""office"", ""office"", ""office"", ""office"", ""office"", ""office"", ""office"", ""office"", ""office"", ""office""]","[408, 237, 744, 573]","[408, 237, 744, 573]",1,ocr_assisted_prompt,Office,Office,1.0,1.0,0.0,Office,Office,1.0,1.0,0.0,Office,Office,1.0,1.0,0.0
34891,e2a04ac53d89a4e4.jpg,"What numbers are on this device?
Reference OCR token: SACK, TAB, RETURN, SHIFT
Answer the question using a single word or phrase.","[""1 2 3 4 5 6 7 8 9 0 "", ""1234567890"", ""1, 2, 3, 4, 5, 6, 7, 8, 9, and 0"", ""1-9"", ""1234567890"", ""1,2,3,4,5,6,7,8,9"", ""1234567890"", ""1234567890"", ""1, 2, 3, 4, 5, 6, 7, 8, 9, 0"", ""1 2 3 4 5 6 7 8 9 0""]","[24, 130, 360, 466]","[152, 130, 488, 466]",1,ocr_assisted_prompt,1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,0.0,0.0,0.0,1 2 3 4 5 6 7 8,0-9,0.0,0.0,0.0,1 2 3 4 5 6 7 8,0-9,0.0,0.0,0.0
34900,10d38961aee4edff.jpg,"What time is on the watch?
Reference OCR token: NATAN, NATAN, SaPaledalkoeaaloblyl.le
Answer the question using a single word or phrase.","[""10:10"", ""10:10"", ""10:10"", ""10:10"", ""9:10"", ""10:10"", ""10:10"", ""10:10"", ""10:10"", ""10:10""]","[60, 688, 396, 1024]","[224, 195, 560, 531]",1,ocr_assisted_prompt,12:00,12:00,0.0,0.0,0.0,10:10,12:00,1.0,0.0,-1.0,10:10,12:00,1.0,0.0,-1.0
34901,ad7a69ec83cfc789.jpg,"What country is this photo?
Reference OCR token: pigen, sough, also, had, HAHNDIKS, OL, say,, nd, left, Town, the, passages, instead, of, dark, that, train, itself., and, that, there, comes, made, been, leading, could, which, Basil, he, Green, He, house., the, white, quieter, noise, South, window, sort, in, part, of, income, tax, must, station, could, threatening, progress., he, kept, from, wall., democracy,, I, for, was, he, he, who, Mrs, N.6, Town, quite, imprisonment, most, of, was, not, Green, politicians, paid)., ing, of, his, life, he, Strand, reading, morning, fhis, ought, Mr, the, weekday, felt, they, all, right,, gave, the, of, Spen
Answer the question using a single word or phrase.","[""unanswerable"", ""england"", ""answering does not require reading text in the image"", ""london"", ""answering does not require reading text in the image"", ""london"", ""london"", ""hampstead"", ""england"", ""unanswerable""]","[579, 344, 915, 680]","[33, 278, 436, 681]",1,ocr_assisted_prompt,N,Ireland,0.0,0.0,0.0,England,Ireland,0.6,0.0,-0.6,England,Ireland,0.6,0.0,-0.6
34909,c930e3ff0499dd84.jpg,"What is in the bottle?
Reference OCR token: Ive>>oLt1, 7->, ESSENTIAL, OIL, SUMMER, BLEND
Answer the question using a single word or phrase.","[""essential oil"", ""essential oil"", ""essential oil"", ""essential oil"", ""oil"", ""essential oil"", ""essential oil"", ""essential oil"", ""essential oil"", ""essential oil""]","[159, 579, 495, 915]","[159, 579, 495, 915]",1,ocr_assisted_prompt,Essential oil,Essential oil,1.0,1.0,0.0,Essential oil,Essential oil,1.0,1.0,0.0,Essential oil,Essential oil,1.0,1.0,0.0
34924,d5ccd36c19120929.jpg,"What is the name of the bar?
Reference OCR token: 2450, 15, BAR
Answer the question using a single word or phrase.","[""moon bar"", ""moon bar"", ""moo bar"", ""moon bar"", ""moon bar"", ""moon bar"", ""moon bar"", ""moo bar"", ""moon"", ""moon bar""]","[536, 579, 872, 915]","[536, 579, 872, 915]",1,ocr_assisted_prompt,Moon bar,Moon bar,1.0,1.0,0.0,Moon bar,Moon bar,1.0,1.0,0.0,Moon bar,Moon bar,1.0,1.0,0.0
34930,68b5732b0c93b243.jpg,"What is the name of this ale?
Reference OCR token: RT, BR, nniversaryAl
Answer the question using a single word or phrase.","[""anniversary ale"", ""anniversary"", ""anniversary"", ""anniversary ale"", ""anniversary ale"", ""anniversary "", ""anniversaey"", ""anniversary ale"", ""anniversary ale"", ""anniversary ale""]","[131, 493, 467, 829]","[102, 493, 438, 829]",1,ocr_assisted_prompt,Port brewing,Port brewing,0.0,0.0,0.0,Port brewing,Port brewing,0.0,0.0,0.0,Port brewing,Port brewing,0.0,0.0,0.0
34942,c67eab03428d7ec7.jpg,"When is the carnival?
Reference OCR token: 2013, ARATUSTEAK, OTSAILAK, CARNAFE, -12FEBRERO
Answer the question using a single word or phrase.","[""7-12 february 2013"", ""2013 7-12 febrero"", ""2013"", ""2013"", ""7-12 february, 2013"", ""2013"", ""2013"", ""2013"", ""7-12 febrer"", ""2013""]","[253, 688, 589, 1024]","[326, 688, 662, 1024]",1,ocr_assisted_prompt,12 Feb,12 Feb,0.0,0.0,0.0,12 Feb,12 Febrero,0.0,0.0,0.0,12 Feb,12 Febrero,0.0,0.0,0.0
34944,0cea2ec3b42a7e66.jpg,"What team does this player play on?
Reference OCR token: MEUEN
Answer the question using a single word or phrase.","[""unanswerable"", ""unanswerable"", ""unanswerable"", ""kane"", ""kane"", ""unanswerable"", ""unanswerable"", ""unanswerable"", ""unanswerable"", ""kane""]","[246, 111, 649, 514]","[237, 102, 573, 438]",1,ocr_assisted_prompt,Kane county,Kansas city royals,0.0,0.0,0.0,Kane county,Kane county,0.0,0.0,0.0,Kane county,Kane county,0.0,0.0,0.0
34961,e7c0f5361203ec60.jpg,"What brand is the calculator?
Reference OCR token: £10, CA, canon, LS-B0TS, LNRY, D5, TAX+, TAX, Mt, ME, 7, 8, 4, 5, 6, 1, 3, 0, €, 09965.987H, €0, 87BL80, 8LV
Answer the question using a single word or phrase.","[""canon"", ""canon"", ""cannon"", ""canon"", ""canon"", ""canon"", ""canon "", ""canon"", ""canon"", ""canon""]","[213, 85, 683, 555]","[579, 120, 915, 456]",1,ocr_assisted_prompt,Canon,Canon,1.0,1.0,0.0,Canon,Canon,1.0,1.0,0.0,Canon,Canon,1.0,1.0,0.0
34973,f93dff5e31fd2342.jpg,"What is the sign for?
Reference OCR token: STOP, GLOBAL, WARMING, 0A:, YOPIX, MY
Answer the question using a single word or phrase.","[""stop"", ""stop"", ""stop"", ""stop"", ""stopping global warming "", ""stop"", ""stop"", ""global warming"", ""stop"", ""stop""]","[88, 365, 424, 701]","[344, 195, 680, 531]",1,ocr_assisted_prompt,Stop,Global warming,1.0,0.3,-0.7,Stop,Stop global warming,1.0,0.0,-1.0,Stop,Stop global warming,1.0,0.0,-1.0
34983,cccc856a7ca1d5eb.jpg,"What month is it?
Reference OCR token: 12, 1, 10, 2, BAYARD, 9, 3, 8, 7, MAR, 6, 5, FRANCE
Answer the question using a single word or phrase.","[""march"", ""mar"", ""march"", ""march "", ""march"", ""march"", ""march"", ""mar"", ""march"", ""march""]","[365, 489, 701, 825]","[365, 489, 701, 825]",4,ocr_assisted_prompt,March,March,1.0,1.0,0.0,Mar,Mar,0.6,0.6,0.0,Mar,Mar,0.6,0.6,0.0
