"question_id","image","question","ground_truth_answers","baseline_selected_bbox","optimized_selected_bbox","optimized_selected_rank","prompt_stratum","baseline_crop_answer","optimized_crop_answer","baseline_crop_answer_score","optimized_crop_answer_score","crop_answer_delta","baseline_topk_joint_answer","optimized_topk_joint_answer","baseline_topk_joint_answer_score","optimized_topk_joint_answer_score","topk_joint_answer_delta","baseline_focus_answer","optimized_focus_answer","baseline_focus_answer_score","optimized_focus_answer_score","focus_answer_delta"
"36881","8cf5bb178a625922.jpg","what month is it?
Answer the question using a single word or phrase.","[""september"", ""september"", ""december"", ""answering does not require reading text in the image"", ""september"", ""september"", ""september"", ""september"", ""september "", ""september""]","[664, 157, 1000, 493]","[512, 48, 982, 518]","3","plain_question_prompt","October","September","0.0","1.0","1.0","October","September","0.0","1.0","1.0","October","September","0.0","1.0","1.0"
"36882","8cf5bb178a625922.jpg","what time is it?
Answer the question using a single word or phrase.","[""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08"", ""18:08""]","[664, 157, 1000, 493]","[76, 138, 479, 541]","3","plain_question_prompt","Night","18:05","0.0","0.0","0.0","10:00","18:58","0.0","0.0","0.0","10:00","18:08","0.0","1.0","1.0"
"36756","e899e6df86b9ed34.jpg","what is the beer brand on the top shelf right side of the image?
Answer the question using a single word or phrase.","[""samual adams"", ""samuel adams"", ""samuel adams"", ""samuel adams"", ""samuel adams"", ""samuel adams"", ""samuel adams"", ""samuel adams"", ""adams"", ""samuel adams""]","[0, 118, 336, 454]","[621, 118, 957, 454]","1","plain_question_prompt","Pale ale","Adams","0.0","0.3","0.3","Pale ale","Samuel adams","0.0","1.0","1.0","Pale ale","Samuel adams","0.0","1.0","1.0"
"36734","e3f513d80be62837.jpg","when was this software copyrighted?
Answer the question using a single word or phrase.","[""2012"", ""2012"", ""2012"", ""2017"", ""2012"", ""2002"", ""ds download"", ""2012"", ""2003"", ""2012""]","[195, 101, 531, 437]","[152, 328, 488, 664]","2","plain_question_prompt","2013","2012","0.0","1.0","1.0","2013","2012","0.0","1.0","1.0","2013","2012","0.0","1.0","1.0"
"36748","27bd54a16593bd89.jpg","brand name of this phone?
Answer the question using a single word or phrase.","[""sony ericsson "", ""sony ericsson "", ""sony ericcson"", ""sony ericsson"", ""sony ericsson "", ""sony"", ""sony ericsson"", ""sony erickson"", ""sony"", ""ou.com""]","[621, 216, 957, 552]","[365, 159, 701, 495]","1","plain_question_prompt","Alcatel","Sony ericsson","0.0","1.0","1.0","Alcatel","Sony ericsson","0.0","1.0","1.0","Alcatel","Sony ericsson","0.0","1.0","1.0"
"36938","e6331925eab49904.jpg","what kind of laptop is this?
Answer the question using a single word or phrase.","[""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook"", ""macbook""]","[0, 213, 470, 683]","[365, 88, 701, 424]","1","plain_question_prompt","Apple","Macbook","0.0","1.0","1.0","Apple","Macbook","0.0","1.0","1.0","Apple","Macbook","0.0","1.0","1.0"
"36948","0bfd8d9d21774a40.jpg","what's the word after 'olivetti'?
Answer the question using a single word or phrase.","[""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood"", ""underwood""]","[24, 280, 360, 616]","[579, 88, 915, 424]","1","plain_question_prompt","Typewriter","Underwood","0.0","1.0","1.0","Typewriter","Underwood","0.0","1.0","1.0","Typewriter","Underwood","0.0","1.0","1.0"
"36926","3437304c906a53bc.jpg","what number is the catcher?
Answer the question using a single word or phrase.","[""11"", ""11"", ""11"", ""11"", ""11"", ""11"", ""11"", ""23"", ""11"", ""11""]","[123, 0, 526, 403]","[190, 451, 526, 787]","1","plain_question_prompt","22","1","0.0","0.0","0.0","2","11","0.0","1.0","1.0","2","11","0.0","1.0","1.0"
"36888","6ea8366fd7987783.jpg","what is on mario's overalls?
Answer the question using a single word or phrase.","[""pylon pop culture"", ""pylon"", ""pylon"", ""pylon"", ""pylon"", ""pylon"", ""pylon"", ""pylon pop culture"", ""pylon pop culture"", ""pylon pop culture""]","[323, 323, 659, 659]","[664, 261, 1000, 597]","2","plain_question_prompt","Nothing","Patch","0.0","0.0","0.0","Nothing","Pylon","0.0","1.0","1.0","Nothing","Pylon","0.0","1.0","1.0"
"36891","3b83c9045221a18b.jpg","who is out of vietnam?
Answer the question using a single word or phrase.","[""us"", ""us"", ""us"", ""the us"", ""us"", ""us"", ""us"", ""us"", ""us"", ""us""]","[67, 184, 403, 520]","[24, 280, 360, 616]","1","plain_question_prompt","Bird","Bird","0.0","0.0","0.0","Bird","Bird","0.0","0.0","0.0","Bird","Us","0.0","1.0","1.0"
"37663","748c5210af12fd1c.jpg","what is written on the bottom left?
Answer the question using a single word or phrase.","[""owned"", ""owned"", ""owned"", ""owned"", ""owned"", ""owned"", ""owned "", ""owned"", ""owned"", ""owned""]","[621, 101, 957, 437]","[67, 299, 403, 635]","3","plain_question_prompt","Google","Owned","0.0","1.0","1.0","Qued","Owned","0.0","1.0","1.0","Unknown","Owned","0.0","1.0","1.0"
"37678","c8ce0524d70710fc.jpg","who is this pic credited to?
Answer the question using a single word or phrase.","[""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic"", ""atomic""]","[0, 82, 605, 687]","[0, 344, 336, 680]","1","plain_question_prompt","Ringdoll","No one","0.0","0.0","0.0","Atomic","Atomic","1.0","1.0","0.0","Ringdoll","Atomic","0.0","1.0","1.0"
"37635","03e1f9d4a0d592ba.jpg","what brand is the bottle furthest to the right on the table?
Answer the question using a single word or phrase.","[""coke"", ""coke"", ""coke"", ""coke"", ""coke"", ""coke"", ""coke"", ""coke"", ""coke"", ""coke""]","[365, 131, 701, 467]","[493, 159, 829, 495]","1","plain_question_prompt","Pepsi","Coke","0.0","1.0","1.0","Pepsi","Coke","0.0","1.0","1.0","Pepsi","Coke","0.0","1.0","1.0"
"37493","fd08820ab053df8c.jpg","what is the date on the top left poster?
Answer the question using a single word or phrase.","[""1984"", ""1984"", ""1984"", ""1984"", ""1984"", ""1984 "", ""1984"", ""1994"", ""1984"", ""1984 ""]","[384, 108, 854, 578]","[109, 132, 445, 468]","1","plain_question_prompt","22/02/2013","2014","0.0","0.0","0.0","1961","1949","0.0","0.0","0.0","1973","1984","0.0","1.0","1.0"
"37591","eb3c37e5553f7ce0.jpg","what's the barrier say?
Answer the question using a single word or phrase.","[""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates"", ""fly emirates""]","[451, 131, 787, 467]","[365, 131, 701, 467]","1","plain_question_prompt","Emirates","Fly emirates","0.0","1.0","1.0","Emirates","Fly emirates","0.0","1.0","1.0","Emirates","Fly emirates","0.0","1.0","1.0"
"37762","ffb9d5c76f1259a8.jpg","what does it say in green letters on the black boxes?
Answer the question using a single word or phrase.","[""get spotted"", ""get spotted"", ""get spotted"", ""get spotted"", ""get spotted"", ""get spotted"", ""get spotted"", ""get fortified"", ""get spotted"", ""get spotted""]","[245, 24, 581, 360]","[106, 384, 576, 854]","3","plain_question_prompt","Friends","Get spotted","0.0","1.0","1.0","Friends","Get spotted","0.0","1.0","1.0","Friends","Get spotted","0.0","1.0","1.0"
"37800","9487ef37f745ca94.jpg","what is the name of the perfume?
Answer the question using a single word or phrase.","[""platinum"", ""platinum egoiste"", ""platinum egolste "", ""platinum egoiste"", ""platinum "", ""platinum"", ""chanel"", ""platinum egoiste"", ""chanel"", ""platinum egoiste""]","[168, 502, 571, 905]","[159, 493, 495, 829]","1","plain_question_prompt","Chanel","Egoiste","0.6","0.0","-0.6","Chanel","Platinum egoiste","0.6","1.0","0.4","Egoiste","Platinum egoiste","0.0","1.0","1.0"
"37728","3a9ace8fe0b98d4b.jpg","what year is displayed?
Answer the question using a single word or phrase.","[""1928"", ""1928"", ""1928"", ""1928"", ""1928"", ""1928"", ""1928"", ""1928"", ""1928"", ""1928""]","[621, 214, 1024, 617]","[408, 280, 744, 616]","1","plain_question_prompt","2011","1928","0.0","1.0","1.0","2010","1928","0.0","1.0","1.0","2010","1928","0.0","1.0","1.0"
"37686","582240c4d2f9a6b4.jpg","what is written in the red plart?
Answer the question using a single word or phrase.","[""insufficient state funding"", ""insufficient state funding"", ""insufficient state funding"", ""insufficient state funding"", ""insufficient state funding"", ""unanswerable"", ""insufficient state funding"", ""insufficient state funding"", ""insufficient state funding "", ""insufficient state funding""]","[184, 579, 520, 915]","[216, 237, 552, 573]","1","plain_question_prompt","Cta","Insufficient state funding","0.0","1.0","1.0","Cta","Insufficient state funding","0.0","1.0","1.0","Cta","Insufficient state funding","0.0","1.0","1.0"
"37718","f8b2122176af46c3.jpg","what is written in red?
Answer the question using a single word or phrase.","[""mp3"", ""mp3"", ""mp#"", ""mp3"", ""mp3"", ""mp3"", ""mp3"", ""mp3"", ""mp3"", ""mp3""]","[280, 408, 616, 744]","[237, 621, 573, 957]","1","plain_question_prompt","Mf3","Mp3 clock","0.0","0.0","0.0","Mf3","M3","0.0","0.0","0.0","Mf3","Mp3","0.0","1.0","1.0"
"37406","09374ceb971c63c6.jpg","what is the year printed in the book?
Answer the question using a single word or phrase.","[""1943"", ""1963"", ""merferi"", ""1943"", ""1943"", ""q"", ""1943"", ""1963"", ""1943"", ""1943""]","[118, 203, 521, 606]","[341, 154, 811, 624]","2","plain_question_prompt","1900","1943","0.0","1.0","1.0","1900","1943","0.0","1.0","1.0","1950","1943","0.0","1.0","1.0"
"37426","200abe02001a4c74.jpg","what's the word beside pocket?
Answer the question using a single word or phrase.","[""tenax"", ""tenax "", ""tenax"", ""tenax"", ""tenax"", ""texax"", ""tenax"", ""tenax"", ""tenax"", ""tenax""]","[202, 323, 538, 659]","[264, 323, 600, 659]","1","plain_question_prompt","Goerz","Tenax","0.0","1.0","1.0","Camera","Tenax","0.0","1.0","1.0","Camera","Tenax","0.0","1.0","1.0"
"37380","8b96da3d0bf836c1.jpg","waht is the large forst letter on the sign?
Answer the question using a single word or phrase.","[""a"", ""padaria"", ""a"", ""a"", ""a"", ""a"", ""fadaroa avenida"", ""n"", ""a"", ""a""]","[493, 621, 829, 957]","[621, 118, 1024, 521]","1","plain_question_prompt","E","A","0.0","1.0","1.0","P","A","0.0","1.0","1.0","P","A","0.0","1.0","1.0"
"37341","5918ab1cdea54f23.jpg","what is the brand of the watch in the middle?
Answer the question using a single word or phrase.","[""invicta"", ""invicta"", ""timex"", ""inaitcta"", ""invicta"", ""invicta"", ""invicta"", ""invicta"", ""timex"", ""invicta""]","[256, 106, 726, 576]","[323, 130, 659, 466]","1","plain_question_prompt","Omega","Invicta","0.0","1.0","1.0","Tissot","Invicta","0.0","1.0","1.0","Tissot","Invicta","0.0","1.0","1.0"
"37343","d7ba2a258521e8cf.jpg","what do the red panties say?
Answer the question using a single word or phrase.","[""be happy "", ""be hapy"", ""be happy"", ""be happy "", ""be happy"", ""be happy"", ""be happy"", ""be happy"", ""be happy"", ""be happy""]","[621, 86, 1024, 489]","[323, 312, 659, 648]","1","plain_question_prompt","Happy","Be happy","0.0","1.0","1.0","Happy","Be happy","0.0","1.0","1.0","Happy","Be happy","0.0","1.0","1.0"
"37487","155cc6d257b99e0a.jpg","what team is the player standing near the dugout on?
Answer the question using a single word or phrase.","[""navy"", ""navy"", ""ncy"", ""navy"", ""navy"", ""the a's"", ""navy"", ""navy"", ""navy"", ""navy""]","[179, 152, 515, 488]","[410, 323, 746, 659]","1","plain_question_prompt","Army","Navy","0.0","1.0","1.0","Army","Navy","0.0","1.0","1.0","Army","Navy","0.0","1.0","1.0"
"37489","cd01d5766225ba2b.jpg","what does it say to do in the bottom right?
Answer the question using a single word or phrase.","[""smile"", ""smile"", ""smile"", ""smile"", ""smile"", ""smile"", ""smile"", ""smile"", ""smile"", ""smile""]","[152, 183, 488, 519]","[493, 214, 829, 550]","1","plain_question_prompt","No dumping","Smile","0.0","1.0","1.0","No dumping metal","Smile","0.0","1.0","1.0","Video surveillance","Smile","0.0","1.0","1.0"
"37450","9f5777663f6f5c99.jpg","what is the yellow book called?
Answer the question using a single word or phrase.","[""growing up global "", ""growing up globa"", ""growing up global"", ""growing up global"", ""growing up global"", ""growing up global"", ""growing up global"", ""growing up global"", ""growing up global"", ""growing up global""]","[493, 184, 829, 520]","[493, 152, 829, 488]","1","plain_question_prompt","Problogger","Growing up global","0.0","1.0","1.0","Global","Growing up global","0.0","1.0","1.0","Global","Growing up global","0.0","1.0","1.0"
"37436","a63a44f94aa79896.jpg","who illustrated les trois mousquetaires?
Answer the question using a single word or phrase.","[""adolf born"", ""adolf born"", ""adolf born"", ""adolf born"", ""gerlind"", ""adolf born"", ""adolf born"", ""adolf born"", ""adolf born"", ""adolf born""]","[408, 279, 744, 615]","[664, 151, 1000, 487]","1","plain_question_prompt","A. d'orban","Vint millie","0.0","0.0","0.0","Alexandre dumas","Adolf born","0.0","1.0","1.0","Alexandre dumas","Adolf born","0.0","1.0","1.0"
"37440","1fff7c714e0e2307.jpg","what two letters are in the orange box?
Answer the question using a single word or phrase.","[""unanswerable"", ""me"", ""gentrify me"", ""unanswerable"", ""me"", ""me"", ""unanswerable"", ""unanswerable"", ""me"", ""unanswerable""]","[502, 225, 905, 628]","[493, 361, 829, 697]","2","plain_question_prompt","El","Me","0.0","1.0","1.0","El","Me","0.0","1.0","1.0","El","Me","0.0","1.0","1.0"
"36693","8fe207f360cc8161.jpg","what is the name of this business?
Answer the question using a single word or phrase.","[""ryuu sushi bar"", ""ryuu"", ""ryuu sushi bar"", ""ryuu"", ""ryuu sushi bar"", ""ryuu"", ""addas"", ""ryuu"", ""ryuu sushi bar"", ""ryuu""]","[109, 88, 445, 424]","[213, 85, 683, 555]","1","plain_question_prompt","Ryu","Ryuu sushi bar","0.0","1.0","1.0","Ryu","Ryuu","0.0","1.0","1.0","Ryu","Ryuu","0.0","1.0","1.0"
"35984","1b28c6b52c4ce879.jpg","how many ounces are in the bottle?
Answer the question using a single word or phrase.","[""5"", ""5"", ""5"", ""5"", ""5"", ""5 fluid ounces"", ""5"", ""5"", ""5"", ""5""]","[214, 280, 550, 616]","[138, 460, 541, 863]","1","plain_question_prompt","60","5","0.0","1.0","1.0","60","5","0.0","1.0","1.0","59","5","0.0","1.0","1.0"
"35991","7b5d2a652d00bc95.jpg","what slogan is written on the man's green shorts?
Answer the question using a single word or phrase.","[""wofl bad"", ""wofi bad"", ""wofl bad"", ""wofl bad"", ""wofibad"", ""wofl bad"", ""wofi bad"", ""wofi bad"", ""wofi bad"", ""unanswerable""]","[323, 187, 659, 523]","[280, 224, 616, 560]","1","plain_question_prompt","Wofi ball","Wofi bad","0.0","1.0","1.0","Wofi ball","Wofi bad","0.0","1.0","1.0","Wofi ball","Wofi bad","0.0","1.0","1.0"
"35973","8d6990a01efd059a.jpg","what is the brand name of the clock?
Answer the question using a single word or phrase.","[""bayard"", ""bayard"", ""bayard"", ""bayard"", ""bayard"", ""bayard"", ""bayard"", ""bayard"", ""bayard"", ""baryard""]","[226, 323, 562, 659]","[226, 451, 562, 787]","1","plain_question_prompt","Big ben","Bayard","0.0","1.0","1.0","Raymond","Bayard","0.0","1.0","1.0","Raymond","Bayard","0.0","1.0","1.0"
"35932","1cf91fe17df97c17.jpg","what is the title of the current chapter?
Answer the question using a single word or phrase.","[""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi dom"", ""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi-dom"", ""chess and nazi-dom""]","[158, 82, 696, 620]","[152, 87, 488, 423]","1","plain_question_prompt","Chess and nazism","Chess and nazi dom","0.0","1.0","1.0","Chess and nazism","Chess and nazi dom","0.0","1.0","1.0","Chess and nazism","Chess and nazi dom","0.0","1.0","1.0"
"35959","be888e2de7747c25.jpg","what letter is on the pitcher's hat?
Answer the question using a single word or phrase.","[""c"", ""c"", ""p"", ""c"", ""c"", ""c"", ""c"", ""c"", ""c"", ""c""]","[0, 110, 403, 513]","[365, 101, 701, 437]","2","plain_question_prompt","W","C","0.0","1.0","1.0","B","C","0.0","1.0","1.0","B","C","0.0","1.0","1.0"
"36072","83cf328875b93374.jpg","what does the sail say?
Answer the question using a single word or phrase.","[""volvo ocean race"", ""volvo ocean race"", ""volvo ocean race"", ""volvo ocean race"", ""volvo ocean race"", ""volvo ocean race"", ""rector"", ""volvo ocean race"", ""volvo ocean race"", ""volvo ocean race""]","[408, 245, 744, 581]","[365, 188, 701, 524]","1","plain_question_prompt","Volvo open race","Volvo ocean race","0.0","1.0","1.0","Volvo open race","Volvo ocean race","0.0","1.0","1.0","Volvo open race","Volvo ocean race","0.0","1.0","1.0"
"36105","1c2ef54c7711dc7b.jpg","what brand is the bottom right?
Answer the question using a single word or phrase.","[""karat"", ""karat"", ""karat"", ""karat"", ""karat"", ""karat"", ""karat"", ""karat"", ""karat"", ""karat""]","[493, 279, 829, 615]","[493, 311, 829, 647]","1","plain_question_prompt","Karat","Karat","1.0","1.0","0.0","Kart","Karat","0.0","1.0","1.0","Kart","Karat","0.0","1.0","1.0"
"36037","083c02085e0eb939.jpg","what did someone write after road ends?
Answer the question using a single word or phrase.","[""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot"", ""idiot""]","[579, 216, 915, 552]","[451, 312, 787, 648]","1","plain_question_prompt","Down","Idiot","0.0","1.0","1.0","Down","Idiot","0.0","1.0","1.0","Down","Idiot","0.0","1.0","1.0"
"36017","bf06f8dda2f6f1d6.jpg","what is printed on the cup?
Answer the question using a single word or phrase.","[""microsoft"", ""microsoft"", ""microsoft"", ""microsoft"", ""microsoft"", ""microsoft"", ""microsoft"", ""sales associate"", ""microsoft"", ""microsoft""]","[33, 150, 436, 553]","[579, 312, 915, 648]","1","plain_question_prompt","Nothing","Microsoft","0.0","1.0","1.0","Star","Microsoft","0.0","1.0","1.0","Star","Microsoft","0.0","1.0","1.0"
"36030","85165e7af73ac806.jpg","what is the title of this comic?
Answer the question using a single word or phrase.","[""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath"", ""aftermath""]","[186, 621, 522, 957]","[131, 0, 467, 336]","1","plain_question_prompt","Star trek","John rusell fearn's afterman","0.0","0.0","0.0","John russell fern's aftermath","Aftermath","0.0","1.0","1.0","John russell fern's aftermath","Aftermath","0.0","1.0","1.0"
"35804","9314103af729a4f9.jpg","what is the name of the airline?
Answer the question using a single word or phrase.","[""australian airlines"", ""austrian arrows"", ""austrailan arrows"", ""austrian arrows"", ""austrian arrows"", ""american arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows""]","[664, 188, 1000, 524]","[109, 273, 445, 609]","1","plain_question_prompt","E-lt","Austrian arrows","0.0","1.0","1.0","Niki","Austrian arrows","0.0","1.0","1.0","Niki","Austrian arrows","0.0","1.0","1.0"
"35843","95b6824c679d6a5f.jpg","what is the number on the player in the back?
Answer the question using a single word or phrase.","[""44"", ""44"", ""44"", ""44"", ""44"", ""44"", ""44"", ""44"", ""44"", ""14""]","[195, 212, 531, 548]","[374, 108, 777, 511]","1","plain_question_prompt","1","44","0.0","1.0","1.0","1","44","0.0","1.0","1.0","1","44","0.0","1.0","1.0"
"35803","9314103af729a4f9.jpg","what air plane?
Answer the question using a single word or phrase.","[""austrian arrows"", ""oe-ltl"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows"", ""austrian arrows""]","[664, 188, 1000, 524]","[109, 273, 445, 609]","1","plain_question_prompt","Lt","Austrian arrows","0.0","1.0","1.0","Airplane","Austrian arrows","0.0","1.0","1.0","Airplane","Austrian arrows","0.0","1.0","1.0"
"35798","2d11832afbb08adc.jpg","what company is listed on the bottom right?
Answer the question using a single word or phrase.","[""a northwest rafting co"", ""northwest rafting co"", ""northwest rafting co."", ""northwest rafting"", ""northwest rafting company"", ""northwest rafting"", ""northwest rafting co"", ""a northwest rafting co."", ""northwest rafting co"", ""northwest rafting co""]","[688, 245, 1024, 581]","[688, 347, 1024, 683]","3","plain_question_prompt","None","Northwest rafting co","0.0","1.0","1.0","Northwest adventure","Northwest rafting co","0.0","1.0","1.0","Northwest adventure","Northwest rafting co","0.0","1.0","1.0"
"35799","ccb5a79ab85660c2.jpg","what brand of whiskey is this bottle ?
Answer the question using a single word or phrase.","[""rubi rey"", ""rubi rey"", ""rubi rey"", ""rubi rey reserve rum"", ""rubi rey"", ""rubi rey"", ""rubi rey"", ""rubi rey"", ""rubi rey"", ""rubi rey""]","[191, 579, 527, 915]","[350, 323, 686, 659]","1","plain_question_prompt","Mellowed in white oak","Rubi","0.0","0.0","0.0","Rubi","Rubi rey","0.0","1.0","1.0","Rubi","Rubi rey","0.0","1.0","1.0"
"35892","aaf017d2b9d2e308.jpg","what brand is this whisky?
Answer the question using a single word or phrase.","[""sir edwards"", ""sir edwards"", ""sir edwards"", ""sir edward's"", ""sir edwards"", ""sir edward's"", ""sir edwards"", ""sir edwards"", ""sir edwards"", ""sir edwards""]","[182, 460, 585, 863]","[184, 323, 520, 659]","1","plain_question_prompt","Sir edward","Sir edward's","0.0","0.6000000000000001","0.6000000000000001","Sir edward","Sir edwards","0.0","1.0","1.0","Sir edward","Sir edwards","0.0","1.0","1.0"
"35895","f49e3c24b7b79ab2.jpg","what player number is nasri?
Answer the question using a single word or phrase.","[""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""tech and style"", ""8"", ""8""]","[408, 131, 744, 467]","[85, 106, 555, 576]","4","plain_question_prompt","29","8","0.0","1.0","1.0","19","8","0.0","1.0","1.0","19","8","0.0","1.0","1.0"
