benchmark,question_id,image,question,category,ground_truth,original_answer,crop_answer,legacy_joint_answer,topk_joint_answer,focus_answer,score_original,score_crop_only,score_legacy_dual,score_topk_dual,score_focus,selected_rank,selection_changed,selected_bbox,legacy_bbox
pope,515,COCO_val2014_000000175506.jpg,"Is there a frisbee in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[152, 63, 488, 399]","[152, 63, 488, 399]"
pope,526,COCO_val2014_000000207205.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,Yes,Yes,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
pope,541,COCO_val2014_000000013348.jpg,"Is there a truck in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,2,True,"[0, 28, 336, 364]","[0, 0, 538, 427]"
pope,552,COCO_val2014_000000081336.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 448]","[0, 0, 470, 448]"
pope,564,COCO_val2014_000000209755.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,3,True,"[125, 63, 461, 399]","[304, 28, 640, 364]"
pope,574,COCO_val2014_000000397705.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[30, 0, 500, 359]","[30, 0, 500, 359]"
pope,585,COCO_val2014_000000257327.jpg,"Is there a toilet in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 97, 375, 500]","[0, 97, 375, 500]"
pope,596,COCO_val2014_000000105732.jpg,"Is there a handbag in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 92, 640, 428]","[304, 92, 640, 428]"
pope,617,COCO_val2014_000000580294.jpg,"Is there a spoon in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[158, 29, 561, 432]","[158, 29, 561, 432]"
pope,637,COCO_val2014_000000387098.jpg,"Is there a spoon in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 605, 480]","[0, 0, 605, 480]"
pope,641,COCO_val2014_000000387098.jpg,"Is there a remote in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
pope,644,COCO_val2014_000000382670.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 605, 480]","[0, 0, 605, 480]"
pope,648,COCO_val2014_000000382670.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 144, 640, 480]","[304, 144, 640, 480]"
pope,673,COCO_val2014_000000370900.jpg,"Is there a tie in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,Yes,Yes,Yes,Yes,0.0,1.0,1.0,1.0,1.0,1,False,"[19, 142, 355, 478]","[19, 142, 355, 478]"
pope,682,COCO_val2014_000000094501.jpg,"Is there a cup in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[169, 0, 639, 470]","[169, 0, 639, 470]"
pope,696,COCO_val2014_000000366141.jpg,"Is there a cup in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[158, 38, 561, 441]","[158, 38, 561, 441]"
pope,740,COCO_val2014_000000065001.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[99, 92, 435, 428]","[99, 92, 435, 428]"
pope,744,COCO_val2014_000000065001.jpg,"Is there a bus in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 480]","[102, 0, 640, 480]"
pope,745,COCO_val2014_000000482275.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[35, 0, 640, 480]","[35, 0, 640, 480]"
pope,765,COCO_val2014_000000518177.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
pope,775,COCO_val2014_000000551881.jpg,"Is there a handbag in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[285, 52, 621, 388]","[285, 52, 621, 388]"
pope,779,COCO_val2014_000000551881.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[237, 38, 640, 441]","[237, 38, 640, 441]"
pope,791,COCO_val2014_000000007795.jpg,"Is there a remote in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[125, 46, 461, 382]","[125, 46, 461, 382]"
pope,795,COCO_val2014_000000303099.jpg,"Is there a cat in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 97, 375, 500]","[0, 97, 375, 500]"
pope,833,COCO_val2014_000000167110.jpg,"Is there a skateboard in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 425]","[102, 0, 640, 425]"
pope,840,COCO_val2014_000000300876.jpg,"Is there a banana in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,3,True,"[237, 48, 640, 451]","[285, 263, 621, 599]"
pope,844,COCO_val2014_000000443240.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[19, 112, 355, 448]","[19, 112, 355, 448]"
pope,853,COCO_val2014_000000270609.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 426]","[0, 0, 538, 426]"
pope,864,COCO_val2014_000000208028.jpg,"Is there a tv in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 428]","[0, 0, 470, 428]"
pope,906,COCO_val2014_000000430052.jpg,"Is there a cup in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,3,True,"[152, 92, 488, 428]","[0, 0, 605, 480]"
pope,918,COCO_val2014_000000539251.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,2,True,"[0, 18, 393, 488]","[0, 237, 393, 640]"
pope,919,COCO_val2014_000000551908.jpg,"Is there a broccoli in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[72, 63, 408, 399]","[72, 63, 408, 399]"
pope,920,COCO_val2014_000000551908.jpg,"Is there a bowl in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 427]","[0, 0, 538, 427]"
pope,1001,COCO_val2014_000000468934.jpg,"Is there a fork in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[259, 72, 595, 408]","[259, 72, 595, 408]"
pope,1007,COCO_val2014_000000189694.jpg,"Is there a bottle in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,2,True,"[285, 112, 621, 448]","[102, 0, 640, 480]"
pope,1011,COCO_val2014_000000273450.jpg,"Is there an orange in the imange?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[304, 276, 640, 612]","[304, 276, 640, 612]"
pope,1034,COCO_val2014_000000506178.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 30, 375, 500]","[0, 30, 375, 500]"
pope,1069,COCO_val2014_000000134075.jpg,"Is there a spoon in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[125, 93, 461, 429]","[125, 93, 461, 429]"
pope,1087,COCO_val2014_000000142774.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[179, 91, 515, 427]","[179, 91, 515, 427]"
pope,1119,COCO_val2014_000000574790.jpg,"Is there a truck in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[170, 0, 640, 427]","[170, 0, 640, 427]"
pope,1137,COCO_val2014_000000246145.jpg,"Is there a clock in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[52, 72, 388, 408]","[52, 72, 388, 408]"
pope,1151,COCO_val2014_000000529668.jpg,"Is there a cell phone in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 102, 480, 640]","[0, 102, 480, 640]"
pope,1156,COCO_val2014_000000376959.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,3,True,"[152, 144, 488, 480]","[72, 112, 408, 448]"
pope,1168,COCO_val2014_000000327038.jpg,"Is there a cup in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 403, 361]","[0, 0, 403, 361]"
pope,1180,COCO_val2014_000000184338.jpg,"Is there a book in the image?
Answer the question using a single word or phrase.",adversarial,no,No,Yes,Yes,Yes,Yes,1.0,0.0,0.0,0.0,0.0,1,False,"[0, 63, 336, 399]","[0, 63, 336, 399]"
pope,1217,COCO_val2014_000000112664.jpg,"Is there a suitcase in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[61, 0, 397, 332]","[61, 0, 397, 332]"
pope,1292,COCO_val2014_000000307166.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,no,No,Yes,Yes,Yes,Yes,1.0,0.0,0.0,0.0,0.0,1,False,"[102, 0, 640, 479]","[102, 0, 640, 479]"
pope,1301,COCO_val2014_000000313034.jpg,"Is there a bottle in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,Yes,No,Yes,Yes,0.0,1.0,0.0,1.0,1.0,2,True,"[152, 112, 488, 448]","[102, 0, 640, 480]"
pope,1315,COCO_val2014_000000526368.jpg,"Is there a laptop in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[152, 51, 488, 387]","[152, 51, 488, 387]"
pope,1418,COCO_val2014_000000424585.jpg,"Is there a traffic light in the image?
Answer the question using a single word or phrase.",adversarial,no,No,Yes,No,No,No,1.0,0.0,1.0,1.0,1.0,1,False,"[304, 46, 640, 382]","[304, 46, 640, 382]"
pope,1433,COCO_val2014_000000017379.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[51, 125, 387, 461]","[51, 125, 387, 461]"
pope,1460,COCO_val2014_000000115626.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[52, 205, 388, 541]","[52, 205, 388, 541]"
pope,1478,COCO_val2014_000000463542.jpg,"Is there a backpack in the image?
Answer the question using a single word or phrase.",adversarial,no,No,Yes,No,No,No,1.0,0.0,1.0,1.0,1.0,1,False,"[0, 0, 403, 403]","[0, 0, 403, 403]"
pope,1500,COCO_val2014_000000554328.jpg,"Is there a tennis racket in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,3,True,"[0, 61, 336, 397]","[0, 0, 538, 499]"
pope,1537,COCO_val2014_000000318209.jpg,"Is there a sandwich in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[25, 57, 428, 460]","[25, 57, 428, 460]"
pope,1556,COCO_val2014_000000441156.jpg,"Is there a skis in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 72, 336, 408]","[0, 72, 336, 408]"
pope,1563,COCO_val2014_000000408757.jpg,"Is there a kite in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 125, 371, 595]","[0, 125, 371, 595]"
pope,1567,COCO_val2014_000000550691.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[105, 58, 508, 461]","[105, 58, 508, 461]"
pope,1569,COCO_val2014_000000550691.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[105, 58, 508, 461]","[105, 58, 508, 461]"
pope,1586,COCO_val2014_000000198312.jpg,"Is there a cup in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 480]","[0, 0, 538, 480]"
pope,1587,COCO_val2014_000000198312.jpg,"Is there a couch in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 480]","[102, 0, 640, 480]"
pope,1604,COCO_val2014_000000472143.jpg,"Is there a boat in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[179, 152, 515, 488]","[179, 152, 515, 488]"
pope,1653,COCO_val2014_000000199122.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 63, 640, 399]","[304, 63, 640, 399]"
pope,1676,COCO_val2014_000000246999.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[125, 92, 461, 428]","[125, 92, 461, 428]"
pope,1688,COCO_val2014_000000331366.jpg,"Is there a traffic light in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
pope,1724,COCO_val2014_000000473199.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 92, 336, 428]","[0, 92, 336, 428]"
pope,1730,COCO_val2014_000000311759.jpg,"Is there a person in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 528]","[0, 0, 538, 528]"
pope,1740,COCO_val2014_000000431615.jpg,"Is there a bird in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[152, 71, 488, 407]","[152, 71, 488, 407]"
pope,1760,COCO_val2014_000000346707.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 164, 333, 500]","[0, 164, 333, 500]"
pope,1792,COCO_val2014_000000001171.jpg,"Is there a traffic light in the image?
Answer the question using a single word or phrase.",adversarial,no,Yes,Yes,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,2,True,"[232, 63, 568, 399]","[102, 0, 640, 426]"
pope,1807,COCO_val2014_000000392364.jpg,"Is there a car in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 147, 640, 483]","[304, 147, 640, 483]"
pope,1812,COCO_val2014_000000392364.jpg,"Is there a dining table in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 147, 640, 483]","[304, 147, 640, 483]"
pope,1817,COCO_val2014_000000188958.jpg,"Is there a skis in the image?
Answer the question using a single word or phrase.",adversarial,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[25, 58, 428, 461]","[25, 58, 428, 461]"
pope,1836,COCO_val2014_000000349936.jpg,"Is there a handbag in the image?
Answer the question using a single word or phrase.",adversarial,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 480]","[0, 0, 538, 480]"
