benchmark,question_id,image,question,category,ground_truth,original_answer,crop_answer,legacy_joint_answer,topk_joint_answer,focus_answer,score_original,score_crop_only,score_legacy_dual,score_topk_dual,score_focus,selected_rank,selection_changed,selected_bbox,legacy_bbox
gqa,20157379,n170941.jpg,"What kind of furniture is wooden?
Answer the question using a single word or phrase.",query,table,Table,Table,Table,Table,Table,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 92, 640, 428]","[304, 92, 640, 428]"
gqa,20757119,n433532.jpg,"What is the lady doing?
Answer the question using a single word or phrase.",query,looking down,Cooking,Cooking,Cooking,Cooking,Cooking,0.0,0.0,0.0,0.0,0.0,1,False,"[29, 205, 365, 541]","[29, 205, 365, 541]"
gqa,20287967,n317260.jpg,"Are both the spectators to the left of the batter and the spectators that are to the right of the batter sitting?
Answer the question using a single word or phrase.",logical,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 480]","[102, 0, 640, 480]"
gqa,201640551,n235859.jpg,"How fat are the old people who are wearing a dress?
Answer the question using a single word or phrase.",query,fat,Skinny,Fat,Fat,Fat,Skinny,0.0,1.0,1.0,1.0,0.0,1,False,"[30, 0, 500, 375]","[30, 0, 500, 375]"
gqa,20248178,n49310.jpg,"Are the sweater and the black dress shirt both long sleeved?
Answer the question using a single word or phrase.",logical,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[179, 98, 515, 434]","[179, 98, 515, 434]"
gqa,201735541,n240973.jpg,"Which kind of furniture are the shelves sitting on top of?
Answer the question using a single word or phrase.",query,desk,Desk,Bookshelf,Desk,Desk,Desk,1.0,0.0,1.0,1.0,1.0,1,False,"[304, 52, 640, 388]","[304, 52, 640, 388]"
gqa,201319540,n508733.jpg,"Who is wearing a shirt?
Answer the question using a single word or phrase.",query,women,Woman,Woman,Woman,Woman,Woman,0.0,0.0,0.0,0.0,0.0,1,False,"[28, 99, 364, 435]","[28, 99, 364, 435]"
gqa,201713385,n455563.jpg,"Is the mug to the left of a plate?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 144, 336, 480]","[0, 144, 336, 480]"
gqa,201621693,n275148.jpg,"What type of furniture is to the right of the device that is on top of the TV stand?
Answer the question using a single word or phrase.",query,couch,Couch,Cabinet,Couch,Couch,Couch,1.0,0.0,1.0,1.0,1.0,1,False,"[285, 51, 621, 387]","[285, 51, 621, 387]"
gqa,201713366,n455563.jpg,"Is there any mug in the bathroom?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 605, 480]","[0, 0, 605, 480]"
gqa,201770690,n310625.jpg,"Does the toothbrush to the left of the faucet seem to be small and blue?
Answer the question using a single word or phrase.",logical,yes,No,No,Yes,Yes,Yes,0.0,0.0,1.0,1.0,1.0,2,True,"[259, 132, 595, 468]","[24, 0, 562, 480]"
gqa,201498423,n315887.jpg,"Does the tape that is made of plastic look small and yellow?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[170, 0, 640, 425]","[170, 0, 640, 425]"
gqa,202257504,n92308.jpg,"Does the sand on the beach look wet and rough?
Answer the question using a single word or phrase.",logical,yes,Yes,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1,False,"[304, 35, 640, 371]","[304, 35, 640, 371]"
gqa,201247293,n83784.jpg,"What's located on top of the side table?
Answer the question using a single word or phrase.",query,plant,Plant,Plant,Plant,Plant,Plant,1.0,1.0,1.0,1.0,1.0,1,False,"[19, 72, 355, 408]","[19, 72, 355, 408]"
gqa,20836773,n507959.jpg,"What is hanging from the table that is to the left of the guitar?
Answer the question using a single word or phrase.",query,purse,Bag,Hat,Hat,Hat,Bags,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 336, 335]","[0, 0, 336, 335]"
gqa,201711276,n302387.jpg,"Does the fireplace have white color?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 480, 538]","[0, 0, 480, 538]"
gqa,201882662,n125122.jpg,"Are the paintings on the right or on the left side?
Answer the question using a single word or phrase.",choose,left,Left,Left,Left,Left,Left,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
gqa,202257089,n92308.jpg,"Is this photo showing a park?
Answer the question using a single word or phrase.",verify,no,No,Yes,Yes,Yes,Yes,1.0,0.0,0.0,0.0,0.0,1,False,"[170, 0, 640, 424]","[170, 0, 640, 424]"
gqa,201412341,n143672.jpg,"Do the snowpants that are not short look wet?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 425]","[102, 0, 640, 425]"
gqa,201641288,n532213.jpg,"How is the sign that is hanging above the tall man called?
Answer the question using a single word or phrase.",query,street sign,Street sign,Street sign,Street sign,Street sign,Street sign,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 425]","[0, 0, 470, 425]"
gqa,201739230,n485969.jpg,"Is there a hat that is not blue?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 470]","[0, 0, 470, 470]"
gqa,201987605,n470131.jpg,"Is the color of the bottle the same as the paper?
Answer the question using a single word or phrase.",compare,yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 403, 403]","[0, 0, 403, 403]"
gqa,202162658,n69237.jpg,"Which color is the bookcase?
Answer the question using a single word or phrase.",query,black,Black,Black,Black,Black,Black,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 142, 640, 478]","[304, 142, 640, 478]"
gqa,202241056,n460385.jpg,"What color is the pizza in the bottom of the image?
Answer the question using a single word or phrase.",query,white,White,White,White,White,White,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 35, 480, 640]","[0, 35, 480, 640]"
gqa,20968332,n288870.jpg,"What is the man leaning against?
Answer the question using a single word or phrase.",query,pole,Sign,Sign,Pole,Pole,Sign,0.0,0.0,1.0,1.0,0.0,1,False,"[0, 0, 470, 427]","[0, 0, 470, 427]"
gqa,201882905,n125122.jpg,"What device is on the right of the curtains?
Answer the question using a single word or phrase.",query,television,Television,Television,Television,Television,Television,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 32, 640, 368]","[304, 32, 640, 368]"
gqa,20596524,n514467.jpg,"What is the sidewalk made of?
Answer the question using a single word or phrase.",query,concrete,Concrete,Concrete,Concrete,Concrete,Concrete,1.0,1.0,1.0,1.0,1.0,1,False,"[97, 0, 500, 376]","[97, 0, 500, 376]"
gqa,20827504,n283587.jpg,"Which kind of furniture is cushioned?
Answer the question using a single word or phrase.",query,chairs,Couch,Couch,Couch,Couch,Couch,0.0,0.0,0.0,0.0,0.0,1,False,"[97, 0, 500, 375]","[97, 0, 500, 375]"
gqa,202007024,n97485.jpg,"What's the kitchen decorated by?
Answer the question using a single word or phrase.",query,cabinet,Tiles,Tiles,Tiles,Tiles,Tiles,0.0,0.0,0.0,0.0,0.0,1,False,"[19, 92, 355, 428]","[19, 92, 355, 428]"
gqa,20753536,n481777.jpg,"Are both the sky and the mountain side the same color?
Answer the question using a single word or phrase.",compare,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[19, 46, 355, 382]","[19, 46, 355, 382]"
gqa,201983763,n16378.jpg,"Is the large bag on the left side or on the right?
Answer the question using a single word or phrase.",choose,right,Right,Right,Right,Right,Right,1.0,1.0,1.0,1.0,1.0,1,False,"[144, 12, 480, 348]","[144, 12, 480, 348]"
gqa,201765606,n488874.jpg,"Which place is it?
Answer the question using a single word or phrase.",query,beach,Beach,Beach,Beach,Beach,Beach,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 46, 640, 382]","[304, 46, 640, 382]"
gqa,202102901,n386682.jpg,"What is the shape of the appliance that is beneath the microwave?
Answer the question using a single word or phrase.",query,square,Rectangular,Rectangular,Rectangular,Rectangular,Rectangular,0.0,0.0,0.0,0.0,0.0,1,False,"[102, 0, 640, 480]","[102, 0, 640, 480]"
gqa,201400164,n344136.jpg,"Which kind of furniture is not wooden?
Answer the question using a single word or phrase.",query,couch,Bookshelf,Bookshelf,Bookshelf,Bookshelf,Bookshelf,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 470, 418]","[0, 0, 470, 418]"
gqa,201623712,n501609.jpg,"Are there white dishwashers or ovens?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 427]","[102, 0, 640, 427]"
gqa,201549013,n314171.jpg,"Is there a white flag or balloon?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 434, 470]","[0, 0, 434, 470]"
gqa,202053206,n334278.jpg,"Who is wearing a belt?
Answer the question using a single word or phrase.",query,umpire,Batter,Batter,Batter,Batter,Batter,0.0,0.0,0.0,0.0,0.0,1,False,"[232, 62, 568, 398]","[232, 62, 568, 398]"
gqa,201704515,n164272.jpg,"Is the cow above the flowers black and white or colorful?
Answer the question using a single word or phrase.",choose,black and white,Black and white,Black and white,Colorful,Colorful,Colorful,1.0,1.0,0.0,0.0,0.0,1,False,"[0, 0, 538, 480]","[0, 0, 538, 480]"
gqa,201412361,n143672.jpg,"Is the backpack large and black?
Answer the question using a single word or phrase.",logical,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[102, 0, 640, 425]","[102, 0, 640, 425]"
gqa,202053203,n334278.jpg,"Who is wearing the shirt?
Answer the question using a single word or phrase.",query,umpire,Player,Batter,Player,Player,Player,0.0,0.0,0.0,0.0,0.0,1,False,"[232, 62, 568, 398]","[232, 62, 568, 398]"
gqa,20345023,n560243.jpg,"What does that athlete look at?
Answer the question using a single word or phrase.",query,tennis ball,Ball,Ball,Ball,Ball,Ball,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 403, 375]","[0, 0, 403, 375]"
gqa,20385575,n90294.jpg,"Is the remote to the right or to the left of the book?
Answer the question using a single word or phrase.",choose,right,Left,Left,Left,Left,Left,0.0,0.0,0.0,0.0,0.0,1,False,"[285, 112, 621, 448]","[285, 112, 621, 448]"
gqa,201188344,n483840.jpg,"What kind of device is the man using?
Answer the question using a single word or phrase.",query,phone,Cell phone,Cell phone,Cell phone,Cell phone,Cell phone,0.0,0.0,0.0,0.0,0.0,2,True,"[179, 112, 515, 448]","[102, 0, 640, 480]"
gqa,20120559,n117888.jpg,"Is the tall fence behind or in front of the bench made of wood?
Answer the question using a single word or phrase.",choose,front,Behind,Behind,Behind,Behind,Behind,0.0,0.0,0.0,0.0,0.0,1,False,"[58, 125, 394, 461]","[58, 125, 394, 461]"
gqa,20657100,n486200.jpg,"Is there a traffic light to the left of the minivan?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 425]","[0, 0, 470, 425]"
gqa,201947686,n473688.jpg,"What is she wearing?
Answer the question using a single word or phrase.",query,tank top,Tank top,Tank top,Tank top,Tank top,Tank top,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 102, 480, 640]","[0, 102, 480, 640]"
gqa,201947687,n473688.jpg,"What is the girl wearing?
Answer the question using a single word or phrase.",query,tank top,Tank top,Tank top,Tank top,Tank top,Tank top,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 102, 480, 640]","[0, 102, 480, 640]"
gqa,201574246,n116329.jpg,"Are there any traffic lights or bombs in the photograph?
Answer the question using a single word or phrase.",logical,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[304, 63, 640, 399]","[304, 63, 640, 399]"
gqa,201997214,n250715.jpg,"Which color is the chair?
Answer the question using a single word or phrase.",query,black,Blue,Blue,Blue,Blue,Blue,0.0,0.0,0.0,0.0,0.0,1,False,"[304, 92, 640, 428]","[304, 92, 640, 428]"
gqa,20857040,n293477.jpg,"Are there either wood spoons or knives?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[179, 132, 515, 468]","[179, 132, 515, 468]"
gqa,202024751,n369595.jpg,"Is that shirt sleeveless or is it long sleeved?
Answer the question using a single word or phrase.",choose,sleeveless,Long sleeved,Long sleeved,Long sleeved,Long sleeved,Long sleeved,0.0,0.0,0.0,0.0,0.0,1,False,"[102, 0, 640, 424]","[102, 0, 640, 424]"
gqa,2098205,n513429.jpg,"How large is the speaker that is sitting on the desk?
Answer the question using a single word or phrase.",query,little,Large,Large,Small,Small,Large,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 403, 375]","[0, 0, 403, 375]"
gqa,2072790,n498140.jpg,"Is the grill below a bus driver?
Answer the question using a single word or phrase.",verify,yes,No,Yes,No,Yes,Yes,0.0,1.0,0.0,1.0,1.0,2,True,"[179, 71, 515, 407]","[0, 0, 605, 424]"
gqa,201765952,n488874.jpg,"What is scattered on the dirty dirt?
Answer the question using a single word or phrase.",query,boats,Boats,Boats,Boats,Boats,Boats,1.0,1.0,1.0,1.0,1.0,1,False,"[259, 64, 595, 400]","[259, 64, 595, 400]"
gqa,201766020,n488874.jpg,"Is the dirt that looks dark brown dirty or clean?
Answer the question using a single word or phrase.",choose,dirty,Dirty,Dirty,Dirty,Dirty,Dirty,1.0,1.0,1.0,1.0,1.0,2,True,"[179, 64, 515, 400]","[0, 0, 538, 428]"
gqa,20733988,n90944.jpg,"What is surrounding the sand?
Answer the question using a single word or phrase.",query,trees,Water,Water,Water,Water,Water,0.0,0.0,0.0,0.0,0.0,1,False,"[47, 304, 383, 640]","[47, 304, 383, 640]"
gqa,202119181,n544255.jpg,"Is the man above a skateboard?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,2,True,"[0, 0, 480, 538]","[32, 0, 368, 336]"
gqa,2017157,n324908.jpg,"Is the pasture dry or wet?
Answer the question using a single word or phrase.",choose,dry,Dry,Dry,Dry,Dry,Dry,1.0,1.0,1.0,1.0,1.0,1,False,"[97, 0, 500, 375]","[97, 0, 500, 375]"
gqa,20655403,n199097.jpg,"What type of sign is on the wide sidewalk?
Answer the question using a single word or phrase.",query,street sign,Street sign,Movie,Street sign,Street sign,Street sign,1.0,0.0,1.0,1.0,1.0,1,False,"[0, 63, 336, 399]","[0, 63, 336, 399]"
gqa,202231819,n232810.jpg,"Does the suitcase on the floor have red color?
Answer the question using a single word or phrase.",verify,no,Yes,Yes,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 375, 470]","[0, 0, 375, 470]"
gqa,20827468,n283587.jpg,"What kind of furniture is in front of the window that looks square?
Answer the question using a single word or phrase.",query,sofa,Couch,Couch,Couch,Couch,Couch,0.0,0.0,0.0,0.0,0.0,1,False,"[97, 0, 500, 375]","[97, 0, 500, 375]"
gqa,201795347,n119944.jpg,"Who is sitting?
Answer the question using a single word or phrase.",query,woman,People,Woman,Woman,People,Woman,0.0,1.0,1.0,0.0,1.0,2,True,"[259, 30, 595, 366]","[35, 0, 640, 433]"
gqa,201738980,n485969.jpg,"What is wearing pants?
Answer the question using a single word or phrase.",query,pitcher,Pitcher,Pitcher,Pitcher,Pitcher,Pitcher,1.0,1.0,1.0,1.0,1.0,1,False,"[45, 195, 381, 531]","[45, 195, 381, 531]"
gqa,20667311,n181355.jpg,"Does the hat appear to be crooked?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[45, 0, 515, 470]","[45, 0, 515, 470]"
gqa,201832266,n432591.jpg,"Is it a bedroom or a bathroom?
Answer the question using a single word or phrase.",choose,bedroom,Bedroom,Bedroom,Bedroom,Bedroom,Bedroom,1.0,1.0,1.0,1.0,1.0,1,False,"[97, 0, 500, 375]","[97, 0, 500, 375]"
gqa,201143245,n276011.jpg,"What is underneath the covered table?
Answer the question using a single word or phrase.",query,chairs,Bag,Chair,Chair,Chair,Chair,0.0,0.0,0.0,0.0,0.0,1,False,"[72, 48, 408, 384]","[72, 48, 408, 384]"
gqa,20722045,n89148.jpg,"Is the ladder below the windows?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 480, 605]","[0, 0, 480, 605]"
gqa,20984478,n12214.jpg,"What is the skater holding onto?
Answer the question using a single word or phrase.",query,skateboard,Skateboard,Skateboard,Skateboard,Skateboard,Skateboard,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 403, 403]","[0, 0, 403, 403]"
gqa,202023458,n95313.jpg,"What is the item of furniture that the bed is in front of?
Answer the question using a single word or phrase.",query,closet,Closet,Closet,Closet,Closet,Closet,1.0,1.0,1.0,1.0,1.0,1,False,"[125, 52, 461, 388]","[125, 52, 461, 388]"
gqa,20618821,n126087.jpg,"Is the happy man wearing a cap?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 24, 403, 427]","[0, 24, 403, 427]"
gqa,201303510,n518912.jpg,"Are there chairs in this image that are not white?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 480]","[0, 0, 538, 480]"
gqa,201866684,n211324.jpg,"How big is the bicycle the baby is on?
Answer the question using a single word or phrase.",query,small,Small,Small,Small,Small,Small,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 478]","[0, 0, 538, 478]"
gqa,20783298,n355339.jpg,"Is the clear glass small or large?
Answer the question using a single word or phrase.",choose,small,Small,Small,Small,Small,Small,1.0,1.0,1.0,1.0,1.0,1,False,"[99, 63, 435, 399]","[99, 63, 435, 399]"
gqa,201498370,n315887.jpg,"What kind of device is to the left of the phone?
Answer the question using a single word or phrase.",query,computer mouse,Keyboard,Computer,Keyboard,Keyboard,Keyboard,0.0,0.0,0.0,0.0,0.0,2,True,"[0, 44, 336, 380]","[0, 0, 538, 425]"
gqa,20157457,n170941.jpg,"What is located on top of the pancake?
Answer the question using a single word or phrase.",query,butter,Butter,Butter,Butter,Butter,Butter,1.0,1.0,1.0,1.0,1.0,1,False,"[99, 72, 435, 408]","[99, 72, 435, 408]"
gqa,201410972,n415215.jpg,"Is the mirror made of the same material as the tool?
Answer the question using a single word or phrase.",compare,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 428, 538]","[0, 0, 428, 538]"
gqa,202119839,n500308.jpg,"Which kind of appliance is clean?
Answer the question using a single word or phrase.",query,refrigerator,Refrigerator,Refrigerator,Refrigerator,Refrigerator,Refrigerator,1.0,1.0,1.0,1.0,1.0,1,False,"[52, 19, 388, 355]","[52, 19, 388, 355]"
gqa,20865433,n143935.jpg,"What kind of animal is large?
Answer the question using a single word or phrase.",query,cow,Cow,Cow,Cow,Cow,Cow,1.0,1.0,1.0,1.0,1.0,1,False,"[99, 52, 435, 388]","[99, 52, 435, 388]"
gqa,202101042,n472825.jpg,"Is the staircase below a snowboarder?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[179, 132, 515, 468]","[179, 132, 515, 468]"
gqa,202081532,n433692.jpg,"What shape is the mousepad, square or round?
Answer the question using a single word or phrase.",choose,square,Square,Square,Square,Square,Square,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 480]","[0, 0, 538, 480]"
gqa,201570646,n382416.jpg,"What is the cabinet made of?
Answer the question using a single word or phrase.",query,glass,Wood,Wood,Wood,Wood,Wood,0.0,0.0,0.0,0.0,0.0,1,False,"[52, 125, 388, 461]","[52, 125, 388, 461]"
gqa,202179627,n523165.jpg,"What is the man looking at?
Answer the question using a single word or phrase.",query,kite,Kite,Kite,Kite,Kite,Kite,1.0,1.0,1.0,1.0,1.0,1,False,"[98, 0, 568, 470]","[98, 0, 568, 470]"
gqa,202266148,n534106.jpg,"Are there cones or mirrors?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 92, 336, 428]","[0, 92, 336, 428]"
gqa,201759286,n150962.jpg,"Is the pot to the right or to the left of the chair?
Answer the question using a single word or phrase.",choose,right,Right,Right,Right,Right,Right,1.0,1.0,1.0,1.0,1.0,1,False,"[61, 26, 397, 362]","[61, 26, 397, 362]"
gqa,20710514,n489699.jpg,"The kid that is not male is wearing what?
Answer the question using a single word or phrase.",query,pants,Jacket,Jacket,Jacket,Jacket,Jacket,0.0,0.0,0.0,0.0,0.0,1,False,"[102, 0, 640, 426]","[102, 0, 640, 426]"
gqa,201798413,n530733.jpg,"Is the mirror above a sink?
Answer the question using a single word or phrase.",verify,no,Yes,Yes,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
gqa,202001064,n299528.jpg,"How tall is the house to the right of the skater?
Answer the question using a single word or phrase.",query,short,Short,Short,Short,Short,Short,1.0,1.0,1.0,1.0,1.0,1,False,"[92, 152, 428, 488]","[92, 152, 428, 488]"
gqa,20308883,n278312.jpg,"What type of appliance is on the counter made of marble?
Answer the question using a single word or phrase.",query,toaster,Toaster,Toaster,Toaster,Toaster,Toaster,1.0,1.0,1.0,1.0,1.0,1,False,"[205, 52, 541, 388]","[205, 52, 541, 388]"
gqa,201882767,n125122.jpg,"Do you see coffee tables or mirrors?
Answer the question using a single word or phrase.",logical,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 52, 336, 388]","[0, 52, 336, 388]"
gqa,20479971,n520071.jpg,"Which piece of furniture is large?
Answer the question using a single word or phrase.",query,desk,Bookshelf,Bookshelf,Bookshelf,Bookshelf,Bookshelf,0.0,0.0,0.0,0.0,0.0,1,False,"[78, 58, 481, 461]","[78, 58, 481, 461]"
gqa,201951903,n256120.jpg,"Does the jacket that looks beige look comfortable?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 538, 427]","[0, 0, 538, 427]"
gqa,201879239,n496803.jpg,"Who is wearing the tank top?
Answer the question using a single word or phrase.",query,athlete,No one,No one,No one,No one,No one,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 47, 288, 383]","[0, 47, 288, 383]"
gqa,202257495,n92308.jpg,"Is there any smooth sand or snow?
Answer the question using a single word or phrase.",logical,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 424]","[0, 0, 470, 424]"
gqa,20782996,n355339.jpg,"Is the person that is to the left of the screen sitting on a boat?
Answer the question using a single word or phrase.",verify,no,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 470, 427]","[0, 0, 470, 427]"
gqa,20596548,n514467.jpg,"Is the trash can on the right?
Answer the question using a single word or phrase.",verify,yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[0, 0, 403, 376]","[0, 0, 403, 376]"
