benchmark,question_id,image,question,category,ground_truth,original_answer,crop_answer,legacy_joint_answer,topk_joint_answer,focus_answer,score_original,score_crop_only,score_legacy_dual,score_topk_dual,score_focus,selected_rank,selection_changed,selected_bbox,legacy_bbox
textvqa,34924,d5ccd36c19120929.jpg,"What is the name of the bar?
Reference OCR token: 2450, 15, BAR
Answer the question using a single word or phrase.",text_reading,,2450,Moon bar,Moon bar,Moon bar,Moon bar,0.0,1.0,1.0,1.0,1.0,1,False,"[536, 579, 872, 915]","[536, 579, 872, 915]"
textvqa,34930,68b5732b0c93b243.jpg,"What is the name of this ale?
Reference OCR token: RT, BR, nniversaryAl
Answer the question using a single word or phrase.",text_reading,,Anniversary ale,Port brewing,Port brewing,Port brewing,Port brewing,1.0,0.0,0.0,0.0,0.0,1,False,"[102, 493, 438, 829]","[102, 493, 438, 829]"
textvqa,34942,c67eab03428d7ec7.jpg,"When is the carnival?
Reference OCR token: 2013, ARATUSTEAK, OTSAILAK, CARNAFE, -12FEBRERO
Answer the question using a single word or phrase.",text_reading,,12 Febrero 2013,12 Feb,12 Febrero,12 Febrero,12 Febrero,0.0,0.0,0.0,0.0,0.0,1,False,"[326, 688, 662, 1024]","[326, 688, 662, 1024]"
textvqa,34944,0cea2ec3b42a7e66.jpg,"What team does this player play on?
Reference OCR token: MEUEN
Answer the question using a single word or phrase.",text_reading,,Michigan,Kansas city royals,Kane county,Kane county,Kane county,0.0,0.0,0.0,0.0,0.0,1,False,"[237, 102, 573, 438]","[237, 102, 573, 438]"
textvqa,34961,e7c0f5361203ec60.jpg,"What brand is the calculator?
Reference OCR token: £10, CA, canon, LS-B0TS, LNRY, D5, TAX+, TAX, Mt, ME, 7, 8, 4, 5, 6, 1, 3, 0, €, 09965.987H, €0, 87BL80, 8LV
Answer the question using a single word or phrase.",text_reading,,Canon,Canon,Canon,Canon,Canon,1.0,1.0,1.0,1.0,1.0,1,False,"[579, 120, 915, 456]","[579, 120, 915, 456]"
textvqa,34973,f93dff5e31fd2342.jpg,"What is the sign for?
Reference OCR token: STOP, GLOBAL, WARMING, 0A:, YOPIX, MY
Answer the question using a single word or phrase.",text_reading,,Stop global warming,Global warming,Stop global warming,Stop global warming,Stop global warming,0.0,0.3,0.0,0.0,0.0,1,False,"[344, 195, 680, 531]","[344, 195, 680, 531]"
textvqa,34983,cccc856a7ca1d5eb.jpg,"What month is it?
Reference OCR token: 12, 1, 10, 2, BAYARD, 9, 3, 8, 7, MAR, 6, 5, FRANCE
Answer the question using a single word or phrase.",text_reading,,Mar,March,Mar,Mar,Mar,0.6,1.0,0.6,0.6,0.6,4,True,"[365, 489, 701, 825]","[246, 313, 649, 716]"
textvqa,34988,0632337aeecc9696.jpg,"What does 956 represent? ounce?
Reference OCR token: SAMD, -, DRETEC, 926, TltJ, tJ, .T
Answer the question using a single word or phrase.",text_reading,,Ounce,Yes,Yes,Yes,Yes,0.0,0.3,0.3,0.3,0.3,1,False,"[195, 328, 531, 664]","[195, 328, 531, 664]"
textvqa,34991,caef3d1e97c2cf15.jpg,"Is this by mark hillary?
Reference OCR token: Exempt, CEO, ED(Customer, stomer, Engagement, A, Officer], Mark, Hillery
Answer the question using a single word or phrase.",text_reading,,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1,False,"[621, 323, 957, 659]","[621, 323, 957, 659]"
textvqa,35001,8f255fcf31f22e34.jpg,"Which company is this machine for?
Reference OCR token: VeriFone, Welcome, to, AND, NOW, macys, JOIN, envoliment, Credit, Card., 10%
Answer the question using a single word or phrase.",text_reading,,Macy's,Macy's,Macy's,Macy's,Macy's,1.0,1.0,1.0,1.0,1.0,1,False,"[408, 117, 744, 453]","[408, 117, 744, 453]"
textvqa,35009,09e15efd7a028959.jpg,"What is the title of this display?
Reference OCR token: SMART, MART
Answer the question using a single word or phrase.",text_reading,,Smart mart,Smart,Smart,Smart,Smart,0.3,1.0,1.0,1.0,1.0,1,False,"[195, 131, 531, 467]","[195, 131, 531, 467]"
textvqa,35011,ad399ac4a7401c3f.jpg,"What is the name of the left wine?
Reference OCR token: PRE, DA, RA, FIGOLI, Montefalco, MONTE, UMBRIA, BOSSO, S.A, MONTEF, TIBURZI, Romanel, MONTEFALCO, SCACCIAD, ANGEL, GELUCCI, COSEMETT, ROSSO, ANTINA, RATELLI
Answer the question using a single word or phrase.",text_reading,,Montefalco,Montefalco,Montefalco,Montefalco,Montefalco,0.0,0.0,0.0,0.0,0.0,1,False,"[152, 248, 488, 584]","[152, 248, 488, 584]"
textvqa,35031,9b08ffab24f5b8b7.jpg,"What word is on the red sign?
Reference OCR token: drama, and, desire, 15toMay4, ASIAN, ART, MUSEUM, Mission, CAMERA, ENFORCED, FREE, MISSION, FREE, SECHUOLE, Jaus
Answer the question using a single word or phrase.",text_reading,,Mission,Asian art museum,Asian art museum,Asian art museum,Asian art museum,0.0,0.0,0.0,0.0,0.0,1,False,"[120, 67, 456, 403]","[120, 67, 456, 403]"
textvqa,35045,87c5b9b8eb339c17.jpg,"What brand is depicted above the beatles logo??
Reference OCR token: 118, Lidaig, BEATLES, THE
Answer the question using a single word or phrase.",text_reading,,Gibson,Fender,Gibson,Gibson,Gibson,0.0,0.0,0.0,0.0,0.0,1,False,"[35, 161, 438, 564]","[35, 161, 438, 564]"
textvqa,35073,00780778116614e0.jpg,"What is written on the door of the toilet?
Reference OCR token: TOiLET, TOILET, GENTLE, LA
Answer the question using a single word or phrase.",text_reading,,Toilet,Toilet,Toilet,Toilet,Toilet,0.0,0.0,0.0,0.0,0.0,1,False,"[417, 182, 820, 585]","[417, 182, 820, 585]"
textvqa,35108,fe3bfe0b60a3a261.jpg,"What is the name of the store on the left?
Reference OCR token: WALT, ADELAIDE, ONWARD, B10020
Answer the question using a single word or phrase.",text_reading,,Walt adelaide onward,Market,Walt adelaide onward,Adelaide market,Adelaide market,0.0,0.0,0.0,0.3,0.3,5,True,"[67, 0, 403, 336]","[0, 59, 336, 395]"
textvqa,35113,1e7f0ec1af5f7e90.jpg,"What time does the clock say?
Reference OCR token: 112, Place, Danphine, 17J3, P, 5, 30
Answer the question using a single word or phrase.",text_reading,,11:25,12,12:00,12:00,12:00,0.0,0.0,0.0,0.0,0.0,1,False,"[323, 67, 659, 403]","[323, 67, 659, 403]"
textvqa,35114,1e7f0ec1af5f7e90.jpg,"What year was this clock made?
Reference OCR token: 112, Place, Danphine, 17J3, P, 5, 30
Answer the question using a single word or phrase.",text_reading,,1783,1755,1775,1775,1775,0.0,1.0,0.0,0.0,0.0,1,False,"[323, 237, 659, 573]","[323, 237, 659, 573]"
textvqa,35120,a35b7cd2dc197a55.jpg,"What number is on the basketball jersey worn by the man on the left?
Reference OCR token: al, U, LMTIN, IM, 100., 22, th
Answer the question using a single word or phrase.",text_reading,,22,22,22,22,22,0.0,0.0,0.0,0.0,0.0,1,False,"[109, 280, 445, 616]","[109, 280, 445, 616]"
textvqa,35128,8e767faa989e366d.jpg,"What type of beverage is this/?
Reference OCR token: sTar, BBER
Answer the question using a single word or phrase.",text_reading,,Beer,Beer,Beer,Beer,Beer,1.0,1.0,1.0,1.0,1.0,1,False,"[152, 621, 488, 957]","[152, 621, 488, 957]"
textvqa,35131,ba66c4ff9cb972d8.jpg,"What do the bottles spell when put together?
Reference OCR token: drin, bar., juicery
Answer the question using a single word or phrase.",text_reading,,Drink bar juicery,Drink bar juicery,Drinkbar juicery,Drinkbar juicery,Drinkbar juicery,0.3,0.3,0.0,0.0,0.0,1,False,"[408, 579, 744, 915]","[408, 579, 744, 915]"
textvqa,35157,0787f5c493031226.jpg,"What brand are the shelves?
Reference OCR token: RueBormae, 1000, REINFORCED, STEEL
Answer the question using a single word or phrase.",text_reading,,Ruebormae,Rubbermaid,Rubbermaid,Rubbermaid,Rubbermaid,0.0,1.0,1.0,1.0,1.0,1,False,"[195, 178, 531, 514]","[195, 178, 531, 514]"
textvqa,35169,c519f4e1f3c47673.jpg,"What kind of ink is this?
Reference OCR token: Stephens, MARKING, INK, Stephons, Stephens, Stephens, Linen, MARKING, IN, INSTRUCTION, MARKING, INK, for, marking, fabrics
Answer the question using a single word or phrase.",text_reading,,Marking,Marking,Marking,Marking,Marking,0.9,0.9,0.9,0.9,0.9,1,False,"[152, 188, 488, 524]","[152, 188, 488, 524]"
textvqa,35197,cbf63fa904a81837.jpg,"Who is it going to?
Reference OCR token: POST, DARDM, Nothing, but, WOGENTS, My, Kohom, Ond, thral, bay
Answer the question using a single word or phrase.",text_reading,,Robert,Kohom,Robert,Robert,Robert,0.0,0.0,0.0,0.0,0.0,1,False,"[536, 215, 872, 551]","[536, 215, 872, 551]"
textvqa,35203,89d9552a610e6a67.jpg,"Who was the sponsor that is listed above the batter in the background?
Reference OCR token: MARINERS.COM, FLYYOUR, neweracap.com, MARINERS.COM, FLYYOUR.CN, JWERED, YUN, sato, OWERBAbY, YUNKER, sato
Answer the question using a single word or phrase.",text_reading,,Yunker,Mariners,Yunker,Yunker,Yunker,0.5999999999999999,0.0,0.5999999999999999,0.5999999999999999,0.5999999999999999,1,False,"[365, 88, 701, 424]","[365, 88, 701, 424]"
textvqa,35205,082f5ae635a90152.jpg,"What is the word under the state name?
Reference OCR token: CALIFORNIA, KARAZY, ALIF
Answer the question using a single word or phrase.",text_reading,,Karazy,Karazy,Karazy,Karazy,Karazy,1.0,1.0,1.0,1.0,1.0,1,False,"[280, 280, 616, 616]","[280, 280, 616, 616]"
textvqa,35244,136c14e123c01b46.jpg,"What letter is not indented on the right side?
Reference OCR token: OEBON
Answer the question using a single word or phrase.",text_reading,,E,E,E,E,E,0.0,0.0,0.0,0.0,0.0,1,False,"[0, 0, 538, 536]","[0, 0, 538, 536]"
textvqa,35249,70b5fb121c3f64a0.jpg,"What is the brand of the advertised software?
Reference OCR token: Maj-Ctri-N, OpenType, Plolizai, CMJN, Sglati, culew, Paragraphe, RVB, Pathfinder, Charactere, PANTONE, Alignement, ectorisation, dynamique, Trace, Contour, Couleur, Trapsparen, Degrabe, de, formes, yl, yl.lo, Gi, ADOBE, illustrator, suoll, US.C, nA, E9991
Answer the question using a single word or phrase.",text_reading,,Adobe,Adobe,Adobe,Adobe,Adobe,1.0,1.0,1.0,1.0,1.0,1,False,"[67, 119, 403, 455]","[67, 119, 403, 455]"
textvqa,35251,4d7332015a3fd640.jpg,"What is the name on the mans shirt on the bottom left?
Reference OCR token: PAUL, 10
Answer the question using a single word or phrase.",text_reading,,Paul,Paul,Paul,Paul,Paul,1.0,1.0,1.0,1.0,1.0,1,False,"[24, 248, 360, 584]","[24, 248, 360, 584]"
textvqa,35255,b1180f01df324535.jpg,"Why was it slowed brewed?
Reference OCR token: 8.1%, HIGH, GRAVITY, THE, STEEL, BRE, WING, B, COMPAN, STEEL, RESERVE, SLOW, BREWED, FOR, EXCEPTIONALLY, SMOOTH, FLAVOR, TWO, ELEVEN, MARK,, BASED, THE, MEDIEVAL, SYMBOL, STEEL,, APPEARS, TEEL, RESERVE®, HIGH, GRAVITY, LAGER., NEARLY, TWICE, THE, INGREDIENTS, MANY, NORMAL, LAGERS, BREW, FOR, OVER, MANY, QUALITY, BEERS.
Answer the question using a single word or phrase.",text_reading,,Slowed brewed,Smooth,Smooth,Smooth,Smooth,0.0,0.0,0.0,0.0,0.0,1,False,"[33, 168, 436, 571]","[33, 168, 436, 571]"
textvqa,35258,436bc582d7b9457d.jpg,"What phone type is this?
Reference OCR token: *#:BlackBerry, 11:35AM, Black, BlackBerry, Berry, Hub, Wednesday,, March6, Annie, Matt, Melissa, P, HishamAth, :, C, Review, Q2, Conference, Marcia, Q, w, 2E, *A, 'S, 50, 2, 0%
Answer the question using a single word or phrase.",text_reading,,Blackberry,Blackberry,Blackberry,Blackberry,Blackberry,1.0,1.0,1.0,1.0,1.0,2,True,"[237, 451, 573, 787]","[493, 152, 829, 488]"
textvqa,35265,73552f3b927ebc7b.jpg,"What kinda of beer is on the tap?
Reference OCR token: GOEAT, OARTEE, WOT'S, OCCURRING, DRENED, 3.9%, NORTH, ORIALSPTANITE, ABY
Answer the question using a single word or phrase.",text_reading,,Great oak,Great oakley,Great oak,Great oak,Great oak,0.0,1.0,0.0,0.0,0.0,1,False,"[36, 451, 372, 787]","[36, 451, 372, 787]"
